codigo_ine,municipio,provincia,municipio_nombre_humano,num_colegios,num_universidades
46087,Casas Altas,Valencia,Casas Altas,0,0
46088,Casas Bajas,Valencia,Casas Bajas,0,0
16060,Casas de Benítez,Cuenca,Casas de Benítez,2,0
10052,Casas de Don Antonio,Cáceres,Casas de Don Antonio,0,0
10053,Casas de Don Gómez,Cáceres,Casas de Don Gómez,1,0
6033,Casas de Don Pedro,Badajoz,Casas de Don Pedro,1,0
16061,Casas de Fernando Alonso,Cuenca,Casas de Fernando Alonso,1,0
16062,Casas de Garcimolina,Cuenca,Casas de Garcimolina,0,0
16063,Casas de Guijarro,Cuenca,Casas de Guijarro,0,0
16064,Casas de Haro,Cuenca,Casas de Haro,1,0
2021,Casas de Juan Núñez,Albacete,Casas de Juan Núñez,2,0
2022,Casas de Lázaro,Albacete,Casas de Lázaro,0,0
16065,Casas de los Pinos,Cuenca,Casas de los Pinos,0,0
10056,Casas de Millán,Cáceres,Casas de Millán,1,0
10057,Casas de Miravete,Cáceres,Casas de Miravete,0,0
6034,Casas de Reina,Badajoz,Casas de Reina,0,0
19073,Casas de San Galindo,Guadalajara,Casas de San Galindo,0,0
2023,Casas de Ves,Albacete,Casas de Ves,1,0
10054,Casas del Castañar,Cáceres,Casas del Castañar,1,0
37090,Casas del Conde (Las),Salamanca,Las Casas del Conde,0,0
10055,Casas del Monte,Cáceres,Casas del Monte,0,0
5052,Casas del Puerto,Ávila,Casas del Puerto,0,0
2024,Casas-Ibáñez,Albacete,Casas-Ibáñez,4,0
45042,Casasbuenas,Toledo,Casasbuenas,0,0
49038,Casaseca de Campeán,Zamora,Casaseca de Campeán,0,0
49039,Casaseca de las Chanas,Zamora,Casaseca de las Chanas,0,0
16066,Casasimarro,Cuenca,Casasimarro,5,0
5053,Casasola,Ávila,Casasola,0,0
47036,Casasola de Arión,Valladolid,Casasola de Arión,0,0
10058,Casatejada,Cáceres,Casatejada,1,0
5054,Casavieja,Ávila,Casavieja,1,0
22081,Casbas de Huesca,Huesca,Casbas de Huesca,0,0
9077,Cascajares de Bureba,Burgos,Cascajares de Bureba,0,0
9078,Cascajares de la Sierra,Burgos,Cascajares de la Sierra,0,0
31068,Cascante,Navarra,Cascante,2,0
44064,Cascante del Río,Teruel,Cascante del Río,0,0
31069,Cáseda,Navarra,Cáseda,1,0
43041,Caseres,Tarragona,Caseres,1,0
5055,Casillas,Ávila,Casillas,0,0
10059,Casillas de Coria,Cáceres,Casillas de Coria,1,0
37091,Casillas de Flores,Salamanca,Casillas de Flores,0,0
46089,Casinos,Valencia,Casinos,2,0
40045,Casla,Segovia,Casla,0,0
33015,Caso,Asturias,Caso,1,0
50074,Caspe,Zaragoza,Caspe,7,0
19074,Caspueñas,Guadalajara,Caspueñas,0,0
17044,Cassà de la Selva,Girona,Cassà de la Selva,7,0
8049,Casserres,Barcelona,Casserres,2,0
3053,Castalla,Alicante,Castalla,8,0
10060,Castañar de Ibor,Cáceres,Castañar de Ibor,2,0
26043,Castañares de Rioja,La Rioja,Castañares de Rioja,1,0
39019,Castañeda,Cantabria,Castañeda,0,0
21022,Castaño del Robledo,Huelva,Castaño del Robledo,0,0
18044,Cástaras,Granada,Cástaras,0,0
16067,Castejón,Cuenca,Castejón,2,0
31070,Castejón,Navarra,Castejón,5,0
50075,Castejón de Alarba,Zaragoza,Castejón de Alarba,0,0
19075,Castejón de Henares,Guadalajara,Castejón de Henares,0,0
50076,Castejón de las Armas,Zaragoza,Castejón de las Armas,0,0
22083,Castejón de Monegros,Huesca,Castejón de Monegros,0,0
22084,Castejón de Sos,Huesca,Castejón de Sos,2,0
44065,Castejón de Tornos,Teruel,Castejón de Tornos,0,0
50077,Castejón de Valdejasa,Zaragoza,Castejón de Valdejasa,0,0
22082,Castejón del Puente,Huesca,Castejón del Puente,0,0
44066,Castel de Cabra,Teruel,Castel de Cabra,0,0
22085,Castelflorite,Huesca,Castelflorite,0,0
7064,Castell (Es),Illes Balears,Es Castell,3,0
12037,Castell de Cabres,Castellón,Castell de Cabres,0,0
3054,Castell de Castells,Alicante,Castell de Castells,2,0
3075,Castell de Guadalest (El),Alicante,El Castell de Guadalest,1,0
8057,Castell de l'Areny,Barcelona,Castell de l'Areny,0,0
25904,Castell de Mur,Lleida,Castell de Mur,0,0
17048,Castell-Platja d'Aro,Girona,Castell-Platja d'Aro,0,0
9079,Castellanos de Castro,Burgos,Castellanos de Castro,0,0
37092,Castellanos de Moriscos,Salamanca,Castellanos de Moriscos,1,0
37185,Castellanos de Villiquera,Salamanca,Castellanos de Villiquera,0,0
5056,Castellanos de Zapardiel,Ávila,Castellanos de Zapardiel,0,0
23025,Castellar,Jaén,Castellar,0,0
44070,Castellar (El),Teruel,El Castellar,0,0
11013,Castellar de la Frontera,Cádiz,Castellar de la Frontera,4,0
19076,Castellar de la Muela,Guadalajara,Castellar de la Muela,0,0
25064,Castellar de la Ribera,Lleida,Castellar de la Ribera,0,0
8052,Castellar de n'Hug,Barcelona,Castellar de n'Hug,0,0
13033,Castellar de Santiago,Ciudad Real,Castellar de Santiago,1,0
8050,Castellar del Riu,Barcelona,Castellar del Riu,0,0
8051,Castellar del Vallès,Barcelona,Castellar del Vallès,23,0
8053,Castellbell i el Vilar,Barcelona,Castellbell i el Vilar,0,0
8054,Castellbisbal,Barcelona,Castellbisbal,10,0
8055,Castellcir,Barcelona,Castellcir,3,0
25067,Castelldans,Lleida,Castelldans,2,0
8056,Castelldefels,Barcelona,Castelldefels,35,2
8058,Castellet i la Gornal,Barcelona,Castellet i la Gornal,0,0
17046,Castellfollit de la Roca,Girona,Castellfollit de la Roca,2,0
8060,Castellfollit de Riubregós,Barcelona,Castellfollit de Riubregós,1,0
8059,Castellfollit del Boix,Barcelona,Castellfollit del Boix,2,0
12038,Castellfort,Castellón,Castellfort,0,0
8061,Castellgalí,Barcelona,Castellgalí,2,0
8062,Castellnou de Bages,Barcelona,Castellnou de Bages,1,0
25068,Castellnou de Seana,Lleida,Castellnou de Seana,2,0
12039,Castellnovo,Castellón,Castellnovo,2,0
46257,Castelló,Valencia,Castelló,0,0
17047,Castelló d'Empúries,Girona,Castelló d'Empúries,7,0
25069,Castelló de Farfanya,Lleida,Castelló de Farfanya,1,0
46090,Castelló de Rugat,Valencia,Castelló de Rugat,4,0
8063,Castellolí,Barcelona,Castellolí,2,0
12040,Castellón de la Plana,Castellón,Castellón de la Plana,123,4
46091,Castellonet de la Conquesta,Valencia,Castellonet de la Conquesta,0,0
44071,Castellote,Teruel,Castellote,0,0
25070,Castellserà,Lleida,Castellserà,2,0
8064,Castellterçol,Barcelona,Castellterçol,3,0
43042,Castellvell del Camp,Tarragona,Castellvell del Camp,2,0
8065,Castellví de la Marca,Barcelona,Castellví de la Marca,0,0
8066,Castellví de Rosanes,Barcelona,Castellví de Rosanes,1,0
44067,Castelnou,Teruel,Castelnou,0,0
44068,Castelserás,Teruel,Castelserás,2,0
46092,Castielfabib,Valencia,Castielfabib,0,0
22086,Castiello de Jaca,Huesca,Castiello de Jaca,0,0
22087,Castigaleu,Huesca,Castigaleu,0,0
9083,Castil de Peones,Burgos,Castil de Peones,0,0
34048,Castil de Vela,Palencia,Castil de Vela,0,0
6035,Castilblanco,Badajoz,Castilblanco,0,0
41027,Castilblanco de los Arroyos,Sevilla,Castilblanco de los Arroyos,6,0
9082,Castildelgado,Burgos,Castildelgado,0,0
24042,Castilfalé,León,Castilfalé,0,0
19078,Castilforte,Guadalajara,Castilforte,0,0
42056,Castilfrío de la Sierra,Soria,Castilfrío de la Sierra,0,0
50078,Castiliscar,Zaragoza,Castiliscar,0,0
22088,Castillazuelo,Huesca,Castillazuelo,0,0
41028,Castilleja de Guzmán,Sevilla,Castilleja de Guzmán,3,0
41029,Castilleja de la Cuesta,Sevilla,Castilleja de la Cuesta,18,0
41030,Castilleja del Campo,Sevilla,Castilleja del Campo,3,0
18045,Castilléjar,Granada,Castilléjar,3,0
16068,Castillejo de Iniesta,Cuenca,Castillejo de Iniesta,0,0
37096,Castillejo de Martín Viejo,Salamanca,Castillejo de Martín Viejo,0,0
40046,Castillejo de Mesleón,Segovia,Castillejo de Mesleón,0,0
42058,Castillejo de Robledo,Soria,Castillejo de Robledo,0,0
16070,Castillejo-Sierra,Cuenca,Castillejo-Sierra,0,0
45043,Castillo de Bayuela,Toledo,Castillo de Bayuela,0,0
16072,Castillo de Garcimuñoz,Cuenca,Castillo de Garcimuñoz,0,0
41031,Castillo de las Guardas (El),Sevilla,El Castillo de las Guardas,3,0
23026,Castillo de Locubín,Jaén,Castillo de Locubín,4,0
12041,Castillo de Villamalefa,Castellón,Castillo de Villamalefa,0,0
16071,Castillo-Albaráñez,Cuenca,Castillo-Albaráñez,0,0
22089,Castillonroy,Huesca,Castillonroy,0,0
31071,Castillonuevo,Navarra,Castillonuevo,0,0
19079,Castilnuevo,Guadalajara,Castilnuevo,0,0
42057,Castilruiz,Soria,Castilruiz,0,0
37097,Castraz,Salamanca,Castraz,0,0
34049,Castrejón de la Peña,Palencia,Castrejón de la Peña,0,0
47037,Castrejón de Trabancos,Valladolid,Castrejón de Trabancos,0,0
32022,Castrelo de Miño,Ourense,Castrelo de Miño,0,0
32021,Castrelo do Val,Ourense,Castrelo do Val,1,0
18046,Castril,Granada,Castril,3,0
24043,Castrillo de Cabrera,León,Castrillo de Cabrera,0,0
34050,Castrillo de Don Juan,Palencia,Castrillo de Don Juan,0,0
47038,Castrillo de Duero,Valladolid,Castrillo de Duero,0,0
49040,Castrillo de la Guareña,Zamora,Castrillo de la Guareña,0,0
9084,Castrillo de la Reina,Burgos,Castrillo de la Reina,0,0
24044,Castrillo de la Valduerna,León,Castrillo de la Valduerna,0,0
9085,Castrillo de la Vega,Burgos,Castrillo de la Vega,0,0
34051,Castrillo de Onielo,Palencia,Castrillo de Onielo,0,0
9088,Castrillo de Riopisuerga,Burgos,Castrillo de Riopisuerga,0,0
34052,Castrillo de Villavega,Palencia,Castrillo de Villavega,0,0
9086,Castrillo del Val,Burgos,Castrillo del Val,1,0
9090,Castrillo Mota de Judíos,Burgos,Castrillo Mota de Judíos,0,0
47039,Castrillo-Tejeriego,Valladolid,Castrillo-Tejeriego,0,0
33016,Castrillón,Asturias,Castrillón,7,0
32023,Castro Caldelas,Ourense,Castro Caldelas,0,0
4033,Castro de Filabres,Almería,Castro de Filabres,0,0
40047,Castro de Fuentidueña,Segovia,Castro de Fuentidueña,0,0
27010,Castro de Rei,Lugo,Castro de Rei,1,0
14019,Castro del Río,Córdoba,Castro del Río,8,0
39020,Castro-Urdiales,Cantabria,Castro-Urdiales,16,0
47040,Castrobol,Valladolid,Castrobol,0,0
24046,Castrocalbón,León,Castrocalbón,0,0
24047,Castrocontrigo,León,Castrocontrigo,1,0
47041,Castrodeza,Valladolid,Castrodeza,0,0
49041,Castrogonzalo,Zamora,Castrogonzalo,0,0
9091,Castrojeriz,Burgos,Castrojeriz,1,0
40048,Castrojimeno,Segovia,Castrojimeno,0,0
47042,Castromembibre,Valladolid,Castromembibre,0,0
34053,Castromocho,Palencia,Castromocho,0,0
47043,Castromonte,Valladolid,Castromonte,1,0
49042,Castronuevo,Zamora,Castronuevo,0,0
47044,Castronuevo de Esgueva,Valladolid,Castronuevo de Esgueva,0,0
47045,Castronuño,Valladolid,Castronuño,1,0
24049,Castropodame,León,Castropodame,1,0
33017,Castropol,Asturias,Castropol,2,0
47046,Castroponce,Valladolid,Castroponce,0,0
40049,Castroserna de Abajo,Segovia,Castroserna de Abajo,0,0
40051,Castroserracín,Segovia,Castroserracín,0,0
24050,Castrotierra de Valmadrigal,León,Castrotierra de Valmadrigal,0,0
27011,Castroverde,Lugo,Castroverde,4,0
49043,Castroverde de Campos,Zamora,Castroverde de Campos,0,0
47047,Castroverde de Cerrato,Valladolid,Castroverde de Cerrato,0,0
26044,Castroviejo,La Rioja,Castroviejo,0,0
6036,Castuera,Badajoz,Castuera,5,0
46093,Catadau,Valencia,Catadau,4,0
46094,Catarroja,Valencia,Catarroja,26,2
12042,Catí,Castellón,Catí,2,0
43043,Catllar (El),Tarragona,El Catllar,5,0
36010,Catoira,Pontevedra,Catoira,1,0
3055,Catral,Alicante,Catral,8,0
2025,Caudete,Albacete,Caudete,11,0
46095,Caudete de las Fuentes,Valencia,Caudete de las Fuentes,2,0
12043,Caudiel,Castellón,Caudiel,1,0
25071,Cava,Lleida,Cava,0,0
9063,Cavia,Burgos,Cavia,0,0
9093,Cayuela,Burgos,Cayuela,0,0
45045,Cazalegas,Toledo,Cazalegas,2,0
23027,Cazalilla,Jaén,Cazalilla,2,0
41032,Cazalla de la Sierra,Sevilla,Cazalla de la Sierra,7,0
23028,Cazorla,Jaén,Cazorla,15,0
49044,Cazurra,Zamora,Cazurra,0,0
24051,Cea,León,Cea,1,0
24052,Cebanico,León,Cebanico,0,0
45046,Cebolla,Toledo,Cebolla,3,0
9094,Cebrecos,Burgos,Cebrecos,0,0
5057,Cebreros,Ávila,Cebreros,4,0
24053,Cebrones del Río,León,Cebrones del Río,0,0
10061,Ceclavín,Cáceres,Ceclavín,2,0
15022,Cedeira,A Coruña,Cedeira,8,0
10062,Cedillo,Cáceres,Cedillo,0,0
40052,Cedillo de la Torre,Segovia,Cedillo de la Torre,0,0
45047,Cedillo del Condado,Toledo,Cedillo del Condado,2,0
44074,Cedrillas,Teruel,Cedrillas,2,0
15023,Cee,A Coruña,Cee,7,0
30017,Cehegín,Murcia,Cehegín,10,0
47048,Ceinos de Campos,Valladolid,Ceinos de Campos,0,0
9095,Celada del Camino,Burgos,Celada del Camino,0,0
44075,Celadas,Teruel,Celadas,0,0
32024,Celanova,Ourense,Celanova,4,0
44076,Cella,Teruel,Cella,4,0
17189,Cellera de Ter (La),Girona,La Cellera de Ter,2,0
26045,Cellorigo,La Rioja,Cellorigo,0,0
17049,Celrà,Girona,Celrà,6,0
31193,Cendea de Olza/Oltza Zendea,Navarra,Cendea de Olza/Oltza Zendea,0,0
19080,Cendejas de Enmedio,Guadalajara,Cendejas de Enmedio,0,0
19081,Cendejas de la Torre,Guadalajara,Cendejas de la Torre,0,0
18047,Cenes de la Vega,Granada,Cenes de la Vega,3,0
26046,Cenicero,La Rioja,Cenicero,2,0
28037,Cenicientos,Madrid,Cenicientos,2,0
2026,Cenizate,Albacete,Cenizate,3,0
32025,Cenlle,Ourense,Cenlle,1,0
8067,Centelles,Barcelona,Centelles,8,0
19082,Centenera,Guadalajara,Centenera,0,0
42059,Centenera de Andaluz,Soria,Centenera de Andaluz,0,0
37098,Cepeda,Salamanca,Cepeda,0,0
5058,Cepeda la Mora,Ávila,Cepeda la Mora,0,0
42060,Cerbón,Soria,Cerbón,0,0
15024,Cerceda,A Coruña,Cerceda,4,0
28038,Cercedilla,Madrid,Cercedilla,5,0
8268,Cercs,Barcelona,Cercs,1,0
46096,Cerdà,Valencia,Cerdà,1,0
8266,Cerdanyola del Vallès,Barcelona,Cerdanyola del Vallès,41,1
36902,Cerdedo-Cotobade,Pontevedra,Cerdedo-Cotobade,0,0
15025,Cerdido,A Coruña,Cerdido,0,0
37099,Cereceda de la Sierra,Salamanca,Cereceda de la Sierra,0,0
49046,Cerecinos de Campos,Zamora,Cerecinos de Campos,0,0
49047,Cerecinos del Carrizal,Zamora,Cerecinos del Carrizal,0,0
37100,Cerezal de Peñahorcada,Salamanca,Cerezal de Peñahorcada,0,0
10063,Cerezo,Cáceres,Cerezo,1,0
40053,Cerezo de Abajo,Segovia,Cerezo de Abajo,0,0
40054,Cerezo de Arriba,Segovia,Cerezo de Arriba,0,0
9098,Cerezo de Río Tirón,Burgos,Cerezo de Río Tirón,1,0
49048,Cernadilla,Zamora,Cernadilla,0,0
44077,Cerollera (La),Teruel,La Cerollera,0,0
37101,Cerralbo,Salamanca,Cerralbo,0,0
45048,Cerralbos (Los),Toledo,Los Cerralbos,1,0
9100,Cerratón de Juarros,Burgos,Cerratón de Juarros,0,0
37102,Cerro (El),Salamanca,El Cerro,0,0
21023,Cerro de Andévalo (El),Huelva,El Cerro de Andévalo,3,0
27012,Cervantes,Lugo,Cervantes,0,0
34055,Cervatos de la Cueza,Palencia,Cervatos de la Cueza,0,0
8068,Cervelló,Barcelona,Cervelló,6,0
25072,Cervera,Lleida,Cervera,10,0
28039,Cervera de Buitrago,Madrid,Cervera de Buitrago,1,0
50079,Cervera de la Cañada,Zaragoza,Cervera de la Cañada,0,0
45049,Cervera de los Montes,Toledo,Cervera de los Montes,0,0
34056,Cervera de Pisuerga,Palencia,Cervera de Pisuerga,2,0
16073,Cervera del Llano,Cuenca,Cervera del Llano,0,0
12044,Cervera del Maestre,Castellón,Cervera del Maestre,1,0
26047,Cervera del Río Alhama,La Rioja,Cervera del Río Alhama,3,0
50080,Cerveruela,Zaragoza,Cerveruela,0,0
25073,Cervià de les Garrigues,Lleida,Cervià de les Garrigues,1,0
17050,Cervià de Ter,Girona,Cervià de Ter,2,0
47049,Cervillego de la Cruz,Valladolid,Cervillego de la Cruz,0,0
27013,Cervo,Lugo,Cervo,5,0
37103,Cespedosa de Tormes,Salamanca,Cespedosa de Tormes,1,0
50081,Cetina,Zaragoza,Cetina,0,0
51001,Ceuta,Ceuta,Ceuta,43,1
30018,Ceutí,Murcia,Ceutí,11,0
34057,Cevico de la Torre,Palencia,Cevico de la Torre,1,0
34058,Cevico Navero,Palencia,Cevico Navero,0,0
37114,Chagarcía Medianero,Salamanca,Chagarcía Medianero,0,0
22094,Chalamera,Huesca,Chalamera,1,0
5067,Chamartín,Ávila,Chamartín,0,0
32029,Chandrexa de Queixa,Ourense,Chandrexa de Queixa,0,0
27016,Chantada,Lugo,Chantada,6,0
40065,Chañe,Segovia,Chañe,1,0
28051,Chapinería,Madrid,Chapinería,4,0
18059,Chauchina,Granada,Chauchina,8,0
19103,Checa,Guadalajara,Checa,1,0
6042,Cheles,Badajoz,Cheles,1,0
46107,Chella,Valencia,Chella,4,0
46106,Chelva,Valencia,Chelva,4,0
19104,Chequilla,Guadalajara,Chequilla,0,0
46108,Chera,Valencia,Chera,0,0
4036,Chercos,Almería,Chercos,0,0
46109,Cheste,Valencia,Cheste,11,0
22095,Chía,Huesca,Chía,0,0
11015,Chiclana de la Frontera,Cádiz,Chiclana de la Frontera,61,0
23029,Chiclana de Segura,Jaén,Chiclana de Segura,1,0
12053,Chilches/Xilxes,Castellón,Chilches/Xilxes,4,0
16023,Chillarón de Cuenca,Cuenca,Chillarón de Cuenca,0,0
19106,Chillarón del Rey,Guadalajara,Chillarón del Rey,0,0
13038,Chillón,Ciudad Real,Chillón,2,0
23030,Chilluévar,Jaén,Chilluévar,2,0
19105,Chiloeches,Guadalajara,Chiloeches,4,0
18061,Chimeneas,Granada,Chimeneas,1,0
22096,Chimillas,Huesca,Chimillas,2,0
2029,Chinchilla de Monte-Aragón,Albacete,Chinchilla de Monte-Aragón,4,0
28052,Chinchón,Madrid,Chinchón,5,0
11016,Chipiona,Cádiz,Chipiona,13,0
50092,Chiprana,Zaragoza,Chiprana,1,0
4037,Chirivel,Almería,Chirivel,3,0
46111,Chiva,Valencia,Chiva,11,0
50093,Chodes,Zaragoza,Chodes,0,0
12055,Chodos/Xodos,Castellón,Chodos/Xodos,0,0
12056,Chóvar,Castellón,Chóvar,0,0
24065,Chozas de Abajo,León,Chozas de Abajo,0,0
45056,Chozas de Canales,Toledo,Chozas de Canales,3,0
21030,Chucena,Huelva,Chucena,3,0
45057,Chueca,Toledo,Chueca,0,0
46112,Chulilla,Valencia,Chulilla,1,0
16081,Chumillas,Cuenca,Chumillas,0,0
18062,Churriana de la Vega,Granada,Churriana de la Vega,11,0
9101,Ciadoncha,Burgos,Ciadoncha,0,0
26048,Cidamón,La Rioja,Cidamón,0,0
42061,Cidones,Soria,Cidones,0,0
28040,Ciempozuelos,Madrid,Ciempozuelos,33,0
16074,Cierva (La),Cuenca,La Cierva,0,0
30019,Cieza,Murcia,Cieza,23,0
39021,Cieza,Cantabria,Cieza,1,0
19086,Cifuentes,Guadalajara,Cifuentes,3,0
47050,Cigales,Valladolid,Cigales,4,0
42062,Cigudosa,Soria,Cigudosa,0,0
47051,Ciguñuela,Valladolid,Ciguñuela,0,0
42063,Cihuela,Soria,Cihuela,0,0
26049,Cihuri,La Rioja,Cihuri,0,0
18048,Cijuela,Granada,Cijuela,3,0
5059,Cillán,Ávila,Cillán,1,0
9102,Cillaperlata,Burgos,Cillaperlata,0,0
10064,Cilleros,Cáceres,Cilleros,1,0
37104,Cilleros de la Bastida,Salamanca,Cilleros de la Bastida,0,0
9103,Cilleruelo de Abajo,Burgos,Cilleruelo de Abajo,0,0
9104,Cilleruelo de Arriba,Burgos,Cilleruelo de Arriba,0,0
40055,Cilleruelo de San Mamés,Segovia,Cilleruelo de San Mamés,0,0
39022,Cillorigo de Liébana,Cantabria,Cillorigo de Liébana,0,0
24054,Cimanes de la Vega,León,Cimanes de la Vega,0,0
24055,Cimanes del Tejar,León,Cimanes del Tejar,0,0
50082,Cimballa,Zaragoza,Cimballa,0,0
50083,Cinco Olivas,Zaragoza,Cinco Olivas,0,0
19087,Cincovillas,Guadalajara,Cincovillas,0,0
12045,Cinctorres,Castellón,Cinctorres,2,0
31072,Cintruénigo,Navarra,Cintruénigo,4,0
37106,Cipérez,Salamanca,Cipérez,0,0
12046,Cirat,Castellón,Cirat,0,0
31074,Cirauqui/Zirauki,Navarra,Cirauqui/Zirauki,0,0
42064,Ciria,Soria,Ciria,0,0
31075,Ciriza/Ziritza,Navarra,Ciriza/Ziritza,0,0
19088,Ciruelas,Guadalajara,Ciruelas,0,0
45050,Ciruelos,Toledo,Ciruelos,1,0
9105,Ciruelos de Cervera,Burgos,Ciruelos de Cervera,0,0
19089,Ciruelos del Pinar,Guadalajara,Ciruelos del Pinar,0,0
26050,Cirueña,La Rioja,Cirueña,0,0
42065,Cirujales del Río,Soria,Cirujales del Río,0,0
5060,Cisla,Ávila,Cisla,0,0
34059,Cisneros,Palencia,Cisneros,0,0
17051,Cistella,Girona,Cistella,1,0
47052,Cistérniga,Valladolid,Cistérniga,4,0
24056,Cistierna,León,Cistierna,2,0
13034,Ciudad Real,Ciudad Real,Ciudad Real,63,1
37107,Ciudad Rodrigo,Salamanca,Ciudad Rodrigo,14,0
7015,Ciutadella de Menorca,Illes Balears,Ciutadella de Menorca,22,0
25074,Ciutadilla,Lleida,Ciutadilla,1,0
31076,Cizur,Navarra,Cizur,5,0
50084,Clarés de Ribota,Zaragoza,Clarés de Ribota,0,0
25075,Clariana de Cardener,Lleida,Clariana de Cardener,0,0
26051,Clavijo,La Rioja,Clavijo,0,0
33018,Coaña,Asturias,Coaña,2,0
4034,Cóbdar,Almería,Cóbdar,0,0
45051,Cobeja,Toledo,Cobeja,2,0
28041,Cobeña,Madrid,Cobeña,4,0
19090,Cobeta,Guadalajara,Cobeta,1,0
45052,Cobisa,Toledo,Cobisa,4,0
34060,Cobos de Cerrato,Palencia,Cobos de Cerrato,0,0
40056,Cobos de Fuentidueña,Segovia,Cobos de Fuentidueña,0,0
49050,Cobreros,Zamora,Cobreros,0,0
40057,Coca,Segovia,Coca,5,0
37108,Coca de Alba,Salamanca,Coca de Alba,0,0
3056,Cocentaina,Alicante,Cocentaina,8,0
50085,Codo,Zaragoza,Codo,0,0
44080,Codoñera (La),Teruel,La Codoñera,1,0
40058,Codorniz,Segovia,Codorniz,0,0
50086,Codos,Zaragoza,Codos,0,0
6037,Codosera (La),Badajoz,La Codosera,1,0
46097,Cofrentes,Valencia,Cofrentes,2,0
47053,Cogeces de Íscar,Valladolid,Cogeces de Íscar,1,0
47054,Cogeces del Monte,Valladolid,Cogeces del Monte,1,0
19091,Cogollor,Guadalajara,Cogollor,0,0
9108,Cogollos,Burgos,Cogollos,0,0
18049,Cogollos de Guadix,Granada,Cogollos de Guadix,1,0
18050,Cogollos de la Vega,Granada,Cogollos de la Vega,2,0
19092,Cogolludo,Guadalajara,Cogolludo,1,0
25076,Cogul (El),Lleida,El Cogul,1,0
29042,Coín,Málaga,Coín,20,0
15027,Coirós,A Coruña,Coirós,2,0
17054,Colera,Girona,Colera,1,0
32026,Coles,Ourense,Coles,1,0
5061,Colilla (La),Ávila,La Colilla,0,0
39023,Colindres,Cantabria,Colindres,4,0
25077,Coll de Nargó,Lleida,Coll de Nargó,1,0
5062,Collado de Contreras,Ávila,Collado de Contreras,0,0
10065,Collado de la Vera,Cáceres,Collado de la Vera,0,0
5063,Collado del Mirón,Ávila,Collado del Mirón,0,0
40059,Collado Hermoso,Segovia,Collado Hermoso,0,0
28046,Collado Mediano,Madrid,Collado Mediano,5,0
28047,Collado Villalba,Madrid,Collado Villalba,39,1
34061,Collazos de Boedo,Palencia,Collazos de Boedo,0,0
8069,Collbató,Barcelona,Collbató,4,0
43045,Colldejou,Tarragona,Colldejou,0,0
8070,Collsuspina,Barcelona,Collsuspina,1,0
29043,Colmenar,Málaga,Colmenar,4,0
37109,Colmenar de Montemayor,Salamanca,Colmenar de Montemayor,0,0
28043,Colmenar de Oreja,Madrid,Colmenar de Oreja,5,0
28042,Colmenar del Arroyo,Madrid,Colmenar del Arroyo,2,0
28045,Colmenar Viejo,Madrid,Colmenar Viejo,34,0
28044,Colmenarejo,Madrid,Colmenarejo,7,1
18051,Colomera,Granada,Colomera,3,0
17055,Colomers,Girona,Colomers,0,0
33019,Colunga,Asturias,Colunga,4,0
22090,Colungo,Huesca,Colungo,0,0
25163,Coma i la Pedra (La),Lleida,La Coma i la Pedra,0,0
29044,Comares,Málaga,Comares,1,0
39024,Comillas,Cantabria,Comillas,1,1
29045,Cómpeta,Málaga,Cómpeta,4,0
25161,Conca de Dalt,Lleida,Conca de Dalt,0,0
40060,Condado de Castilnovo,Segovia,Condado de Castilnovo,0,0
9109,Condado de Treviño,Burgos,Condado de Treviño,0,0
19095,Condemios de Abajo,Guadalajara,Condemios de Abajo,0,0
19096,Condemios de Arriba,Guadalajara,Condemios de Arriba,0,0
43046,Conesa,Tarragona,Conesa,0,0
3057,Confrides,Alicante,Confrides,1,0
24057,Congosto,León,Congosto,0,0
34062,Congosto de Valdavia,Palencia,Congosto de Valdavia,0,0
19097,Congostrina,Guadalajara,Congostrina,0,0
11014,Conil de la Frontera,Cádiz,Conil de la Frontera,13,0
14020,Conquista,Córdoba,Conquista,1,0
10066,Conquista de la Sierra,Cáceres,Conquista de la Sierra,0,0
7016,Consell,Illes Balears,Consell,2,0
43047,Constantí,Tarragona,Constantí,6,0
41033,Constantina,Sevilla,Constantina,6,0
5064,Constanzana,Ávila,Constanzana,0,0
45053,Consuegra,Toledo,Consuegra,6,0
50087,Contamina,Zaragoza,Contamina,0,0
9110,Contreras,Burgos,Contreras,0,0
49052,Coomonte,Zamora,Coomonte,0,0
19098,Copernal,Guadalajara,Copernal,0,0
8071,Copons,Barcelona,Copons,1,0
44082,Corbalán,Teruel,Corbalán,0,0
46098,Corbera,Valencia,Corbera,2,0
43048,Corbera d'Ebre,Tarragona,Corbera d'Ebre,2,0
8072,Corbera de Llobregat,Barcelona,Corbera de Llobregat,11,0
24058,Corbillos de los Oteros,León,Corbillos de los Oteros,0,0
25078,Corbins,Lleida,Corbins,3,0
17057,Corçà,Girona,Corçà,2,0
47055,Corcos,Valladolid,Corcos,0,0
15028,Corcubión,A Coruña,Corcubión,1,0
14021,Córdoba,Córdoba,Córdoba,318,2
6038,Cordobilla de Lácara,Badajoz,Cordobilla de Lácara,1,0
37110,Cordovilla,Salamanca,Cordovilla,0,0
34063,Cordovilla la Real,Palencia,Cordovilla la Real,0,0
26052,Cordovín,La Rioja,Cordovín,0,0
19099,Corduente,Guadalajara,Corduente,1,0
31077,Corella,Navarra,Corella,4,0
26053,Corera,La Rioja,Corera,0,0
