municipio,provincia,codigo_ine,num_universidades
Castellón de la Plana,Castellón,12040,4
Castellonet de la Conquesta,Valencia,46091,0
Castellote,Teruel,44071,0
Castellserà,Lleida,25070,0
Castellterçol,Barcelona,8064,0
Castellvell del Camp,Tarragona,43042,0
Castellví de la Marca,Barcelona,8065,0
Castellví de Rosanes,Barcelona,8066,0
Castelnou,Teruel,44067,0
Castelserás,Teruel,44068,0
Castielfabib,Valencia,46092,0
Castiello de Jaca,Huesca,22086,0
Castigaleu,Huesca,22087,0
Castil de Peones,Burgos,9083,0
Castil de Vela,Palencia,34048,0
Castilblanco,Badajoz,6035,0
Castilblanco de los Arroyos,Sevilla,41027,0
Castildelgado,Burgos,9082,0
Castilfalé,León,24042,0
Castilforte,Guadalajara,19078,0
Castilfrío de la Sierra,Soria,42056,0
Castiliscar,Zaragoza,50078,0
Castillazuelo,Huesca,22088,0
Castilleja de Guzmán,Sevilla,41028,0
Castilleja de la Cuesta,Sevilla,41029,0
Castilleja del Campo,Sevilla,41030,0
Castilléjar,Granada,18045,0
Castillejo de Iniesta,Cuenca,16068,0
Castillejo de Martín Viejo,Salamanca,37096,0
Castillejo de Mesleón,Segovia,40046,0
Castillejo de Robledo,Soria,42058,0
Castillejo-Sierra,Cuenca,16070,0
Castillo de Bayuela,Toledo,45043,0
Castillo de Garcimuñoz,Cuenca,16072,0
Castillo de las Guardas (El),Sevilla,41031,0
Castillo de Locubín,Jaén,23026,0
Castillo de Villamalefa,Castellón,12041,0
Castillo-Albaráñez,Cuenca,16071,0
Castillonroy,Huesca,22089,0
Castillonuevo,Navarra,31071,0
Castilnuevo,Guadalajara,19079,0
Castilruiz,Soria,42057,0
Castraz,Salamanca,37097,0
Castrejón de la Peña,Palencia,34049,0
Castrejón de Trabancos,Valladolid,47037,0
Castrelo de Miño,Ourense,32022,0
Castrelo do Val,Ourense,32021,0
Castril,Granada,18046,0
Castrillo de Cabrera,León,24043,0
Castrillo de Don Juan,Palencia,34050,0
Castrillo de Duero,Valladolid,47038,0
Castrillo de la Guareña,Zamora,49040,0
Castrillo de la Reina,Burgos,9084,0
Castrillo de la Valduerna,León,24044,0
Castrillo de la Vega,Burgos,9085,0
Castrillo de Onielo,Palencia,34051,0
Castrillo de Riopisuerga,Burgos,9088,0
Castrillo de Villavega,Palencia,34052,0
Castrillo del Val,Burgos,9086,0
Castrillo Mota de Judíos,Burgos,9090,0
Castrillo-Tejeriego,Valladolid,47039,0
Castrillón,Asturias,33016,0
Castro Caldelas,Ourense,32023,0
Castro de Filabres,Almería,4033,0
Castro de Fuentidueña,Segovia,40047,0
Castro de Rei,Lugo,27010,0
Castro del Río,Córdoba,14019,0
Castro-Urdiales,Cantabria,39020,0
Castrobol,Valladolid,47040,0
Castrocalbón,León,24046,0
Castrocontrigo,León,24047,0
Castrodeza,Valladolid,47041,0
Castrogonzalo,Zamora,49041,0
Castrojeriz,Burgos,9091,0
Castrojimeno,Segovia,40048,0
Castromembibre,Valladolid,47042,0
Castromocho,Palencia,34053,0
Castromonte,Valladolid,47043,0
Castronuevo,Zamora,49042,0
Castronuevo de Esgueva,Valladolid,47044,0
Castronuño,Valladolid,47045,0
Castropodame,León,24049,0
Castropol,Asturias,33017,0
Castroponce,Valladolid,47046,0
Castroserna de Abajo,Segovia,40049,0
Castroserracín,Segovia,40051,0
Castrotierra de Valmadrigal,León,24050,0
Castroverde,Lugo,27011,0
Castroverde de Campos,Zamora,49043,0
Castroverde de Cerrato,Valladolid,47047,0
Castroviejo,La Rioja,26044,0
Castuera,Badajoz,6036,0
Catadau,Valencia,46093,0
Catarroja,Valencia,46094,2
Catí,Castellón,12042,0
Catllar (El),Tarragona,43043,0
Catoira,Pontevedra,36010,0
Catral,Alicante,3055,0
Caudete,Albacete,2025,0
Caudete de las Fuentes,Valencia,46095,0
Caudiel,Castellón,12043,0
Cava,Lleida,25071,0
Cavia,Burgos,9063,0
Cayuela,Burgos,9093,0
Cazalegas,Toledo,45045,0
Cazalilla,Jaén,23027,0
Cazalla de la Sierra,Sevilla,41032,0
Cazorla,Jaén,23028,0
Cazurra,Zamora,49044,0
Cea,León,24051,0
Cebanico,León,24052,0
Cebolla,Toledo,45046,0
Cebrecos,Burgos,9094,0
Cebreros,Ávila,5057,0
Cebrones del Río,León,24053,0
Ceclavín,Cáceres,10061,0
Cedeira,A Coruña,15022,0
Cedillo,Cáceres,10062,0
Cedillo de la Torre,Segovia,40052,0
Cedillo del Condado,Toledo,45047,0
Cedrillas,Teruel,44074,0
Cee,A Coruña,15023,0
Cehegín,Murcia,30017,0
Ceinos de Campos,Valladolid,47048,0
Celada del Camino,Burgos,9095,0
Celadas,Teruel,44075,0
Celanova,Ourense,32024,0
Cella,Teruel,44076,0
Cellera de Ter (La),Girona,17189,0
Cellorigo,La Rioja,26045,0
Celrà,Girona,17049,0
Cendea de Olza/Oltza Zendea,Navarra,31193,0
Cendejas de Enmedio,Guadalajara,19080,0
Cendejas de la Torre,Guadalajara,19081,0
Cenes de la Vega,Granada,18047,0
Cenicero,La Rioja,26046,0
Cenicientos,Madrid,28037,0
Cenizate,Albacete,2026,0
Cenlle,Ourense,32025,0
Centelles,Barcelona,8067,0
Centenera,Guadalajara,19082,0
Centenera de Andaluz,Soria,42059,0
Cepeda,Salamanca,37098,0
Cepeda la Mora,Ávila,5058,0
Cerbón,Soria,42060,0
Cerceda,A Coruña,15024,0
Cercedilla,Madrid,28038,0
Cercs,Barcelona,8268,0
Cerdà,Valencia,46096,0
Cerdanyola del Vallès,Barcelona,8266,1
Cerdedo-Cotobade,Pontevedra,36902,0
Cerdido,A Coruña,15025,0
Cereceda de la Sierra,Salamanca,37099,0
Cerecinos de Campos,Zamora,49046,0
Cerecinos del Carrizal,Zamora,49047,0
Cerezal de Peñahorcada,Salamanca,37100,0
Cerezo,Cáceres,10063,0
Cerezo de Abajo,Segovia,40053,0
Cerezo de Arriba,Segovia,40054,0
Cerezo de Río Tirón,Burgos,9098,0
Cernadilla,Zamora,49048,0
Cerollera (La),Teruel,44077,0
Cerralbo,Salamanca,37101,0
Cerralbos (Los),Toledo,45048,0
Cerratón de Juarros,Burgos,9100,0
Cerro (El),Salamanca,37102,0
Cerro de Andévalo (El),Huelva,21023,0
Cervantes,Lugo,27012,0
Cervatos de la Cueza,Palencia,34055,0
Cervelló,Barcelona,8068,0
Cervera,Lleida,25072,0
Cervera de Buitrago,Madrid,28039,0
Cervera de la Cañada,Zaragoza,50079,0
Cervera de los Montes,Toledo,45049,0
Cervera de Pisuerga,Palencia,34056,0
Cervera del Llano,Cuenca,16073,0
Cervera del Maestre,Castellón,12044,0
Cervera del Río Alhama,La Rioja,26047,0
Cerveruela,Zaragoza,50080,0
Cervià de les Garrigues,Lleida,25073,0
Cervià de Ter,Girona,17050,0
Cervillego de la Cruz,Valladolid,47049,0
Cervo,Lugo,27013,0
Cespedosa de Tormes,Salamanca,37103,0
Cetina,Zaragoza,50081,0
Ceuta,Ceuta,51001,1
Ceutí,Murcia,30018,0
Cevico de la Torre,Palencia,34057,0
Cevico Navero,Palencia,34058,0
Chagarcía Medianero,Salamanca,37114,0
Chalamera,Huesca,22094,0
Chamartín,Ávila,5067,0
Chandrexa de Queixa,Ourense,32029,0
Chantada,Lugo,27016,0
Chañe,Segovia,40065,0
Chapinería,Madrid,28051,0
Chauchina,Granada,18059,0
Checa,Guadalajara,19103,0
Cheles,Badajoz,6042,0
Chella,Valencia,46107,0
Chelva,Valencia,46106,0
Chequilla,Guadalajara,19104,0
Chera,Valencia,46108,0
Chercos,Almería,4036,0
Cheste,Valencia,46109,0
Chía,Huesca,22095,0
Chiclana de la Frontera,Cádiz,11015,0
Chiclana de Segura,Jaén,23029,0
Chilches/Xilxes,Castellón,12053,0
Chillarón de Cuenca,Cuenca,16023,0
Chillarón del Rey,Guadalajara,19106,0
Chillón,Ciudad Real,13038,0
Chilluévar,Jaén,23030,0
Chiloeches,Guadalajara,19105,0
Chimeneas,Granada,18061,0
Chimillas,Huesca,22096,0
Chinchilla de Monte-Aragón,Albacete,2029,0
Chinchón,Madrid,28052,0
Chipiona,Cádiz,11016,0
Chiprana,Zaragoza,50092,0
Chirivel,Almería,4037,0
Chiva,Valencia,46111,0
Chodes,Zaragoza,50093,0
Chodos/Xodos,Castellón,12055,0
Chóvar,Castellón,12056,0
Chozas de Abajo,León,24065,0
Chozas de Canales,Toledo,45056,0
Chucena,Huelva,21030,0
Chueca,Toledo,45057,0
Chulilla,Valencia,46112,0
Chumillas,Cuenca,16081,0
Churriana de la Vega,Granada,18062,0
Ciadoncha,Burgos,9101,0
Cidamón,La Rioja,26048,0
Cidones,Soria,42061,0
Ciempozuelos,Madrid,28040,0
Cierva (La),Cuenca,16074,0
Cieza,Murcia,30019,0
Cieza,Cantabria,39021,0
Cifuentes,Guadalajara,19086,0
Cigales,Valladolid,47050,0
Cigudosa,Soria,42062,0
Ciguñuela,Valladolid,47051,0
Cihuela,Soria,42063,0
Cihuri,La Rioja,26049,0
Cijuela,Granada,18048,0
Cillán,Ávila,5059,0
Cillaperlata,Burgos,9102,0
Cilleros,Cáceres,10064,0
Cilleros de la Bastida,Salamanca,37104,0
Cilleruelo de Abajo,Burgos,9103,0
Cilleruelo de Arriba,Burgos,9104,0
Cilleruelo de San Mamés,Segovia,40055,0
Cillorigo de Liébana,Cantabria,39022,0
Cimanes de la Vega,León,24054,0
Cimanes del Tejar,León,24055,0
Cimballa,Zaragoza,50082,0
Cinco Olivas,Zaragoza,50083,0
Cincovillas,Guadalajara,19087,0
Cinctorres,Castellón,12045,0
Cintruénigo,Navarra,31072,0
Cipérez,Salamanca,37106,0
Cirat,Castellón,12046,0
Cirauqui/Zirauki,Navarra,31074,0
Ciria,Soria,42064,0
Ciriza/Ziritza,Navarra,31075,0
Ciruelas,Guadalajara,19088,0
Ciruelos,Toledo,45050,0
Ciruelos de Cervera,Burgos,9105,0
Ciruelos del Pinar,Guadalajara,19089,0
Cirueña,La Rioja,26050,0
Cirujales del Río,Soria,42065,0
Cisla,Ávila,5060,0
Cisneros,Palencia,34059,0
Cistella,Girona,17051,0
Cistérniga,Valladolid,47052,0
Cistierna,León,24056,0
Ciudad Real,Ciudad Real,13034,1
Ciudad Rodrigo,Salamanca,37107,0
Ciutadella de Menorca,Illes Balears,7015,0
Ciutadilla,Lleida,25074,0
Cizur,Navarra,31076,0
Clarés de Ribota,Zaragoza,50084,0
Clariana de Cardener,Lleida,25075,0
Clavijo,La Rioja,26051,0
Coaña,Asturias,33018,0
Cóbdar,Almería,4034,0
Cobeja,Toledo,45051,0
Cobeña,Madrid,28041,0
Cobeta,Guadalajara,19090,0
Cobisa,Toledo,45052,0
Cobos de Cerrato,Palencia,34060,0
Cobos de Fuentidueña,Segovia,40056,0
Cobreros,Zamora,49050,0
Coca,Segovia,40057,0
Coca de Alba,Salamanca,37108,0
Cocentaina,Alicante,3056,0
Codo,Zaragoza,50085,0
Codoñera (La),Teruel,44080,0
Codorniz,Segovia,40058,0
Codos,Zaragoza,50086,0
Codosera (La),Badajoz,6037,0
Cofrentes,Valencia,46097,0
Cogeces de Íscar,Valladolid,47053,0
Cogeces del Monte,Valladolid,47054,0
Cogollor,Guadalajara,19091,0
Cogollos,Burgos,9108,0
Cogollos de Guadix,Granada,18049,0
Cogollos de la Vega,Granada,18050,0
Cogolludo,Guadalajara,19092,0
Cogul (El),Lleida,25076,0
Coín,Málaga,29042,0
Coirós,A Coruña,15027,0
Colera,Girona,17054,0
Coles,Ourense,32026,0
Colilla (La),Ávila,5061,0
Colindres,Cantabria,39023,0
Coll de Nargó,Lleida,25077,0
Collado de Contreras,Ávila,5062,0
Collado de la Vera,Cáceres,10065,0
Collado del Mirón,Ávila,5063,0
Collado Hermoso,Segovia,40059,0
Collado Mediano,Madrid,28046,0
Collado Villalba,Madrid,28047,1
Collazos de Boedo,Palencia,34061,0
Collbató,Barcelona,8069,0
Colldejou,Tarragona,43045,0
Collsuspina,Barcelona,8070,0
Colmenar,Málaga,29043,0
Colmenar de Montemayor,Salamanca,37109,0
Colmenar de Oreja,Madrid,28043,0
Colmenar del Arroyo,Madrid,28042,0
Colmenar Viejo,Madrid,28045,0
Colmenarejo,Madrid,28044,1
Colomera,Granada,18051,0
Colomers,Girona,17055,0
Colunga,Asturias,33019,0
Colungo,Huesca,22090,0
Coma i la Pedra (La),Lleida,25163,0
Comares,Málaga,29044,0
Comillas,Cantabria,39024,1
Cómpeta,Málaga,29045,0
Conca de Dalt,Lleida,25161,0
Condado de Castilnovo,Segovia,40060,0
Condado de Treviño,Burgos,9109,0
Condemios de Abajo,Guadalajara,19095,0
Condemios de Arriba,Guadalajara,19096,0
Conesa,Tarragona,43046,0
Confrides,Alicante,3057,0
Congosto,León,24057,0
Congosto de Valdavia,Palencia,34062,0
Congostrina,Guadalajara,19097,0
Conil de la Frontera,Cádiz,11014,0
Conquista,Córdoba,14020,0
Conquista de la Sierra,Cáceres,10066,0
Consell,Illes Balears,7016,0
Constantí,Tarragona,43047,0
Constantina,Sevilla,41033,0
Constanzana,Ávila,5064,0
Consuegra,Toledo,45053,0
Contamina,Zaragoza,50087,0
Contreras,Burgos,9110,0
Coomonte,Zamora,49052,0
Copernal,Guadalajara,19098,0
Copons,Barcelona,8071,0
Corbalán,Teruel,44082,0
Corbera,Valencia,46098,0
Corbera d'Ebre,Tarragona,43048,0
Corbera de Llobregat,Barcelona,8072,0
Corbillos de los Oteros,León,24058,0
Corbins,Lleida,25078,0
Corçà,Girona,17057,0
Corcos,Valladolid,47055,0
Corcubión,A Coruña,15028,0
Córdoba,Córdoba,14021,2
Cordobilla de Lácara,Badajoz,6038,0
Cordovilla,Salamanca,37110,0
Cordovilla la Real,Palencia,34063,0
Cordovín,La Rioja,26052,0
Corduente,Guadalajara,19099,0
Corella,Navarra,31077,0
Corera,La Rioja,26053,0
Coreses,Zamora,49053,0
Corgo (O),Lugo,27014,0
Coria,Cáceres,10067,0
Coria del Río,Sevilla,41034,0
Coripe,Sevilla,41035,0
Coristanco,A Coruña,15029,0
Cornago,La Rioja,26054,0
Cornellà de Llobregat,Barcelona,8073,0
Cornellà del Terri,Girona,17056,0
Cornudella de Montsant,Tarragona,43049,0
Coronada (La),Badajoz,6039,0
Coronil (El),Sevilla,41036,0
Corpa,Madrid,28048,0
Corporales,La Rioja,26055,0
Corral de Almaguer,Toledo,45054,0
Corral de Ayllón,Segovia,40061,0
Corral de Calatrava,Ciudad Real,13035,0
Corral-Rubio,Albacete,2027,0
Corrales (Los),Sevilla,41037,0
Corrales de Buelna (Los),Cantabria,39025,0
Corrales de Duero,Valladolid,47056,0
Corrales del Vino,Zamora,49054,0
Corte de Peleas,Badajoz,6040,0
Corteconcepción,Huelva,21024,0
Cortegada,Ourense,32027,0
Cortegana,Huelva,21025,0
Cortelazor,Huelva,21026,0
Cortes,Navarra,31078,0
Cortes de Aragón,Teruel,44084,0
Cortes de Arenoso,Castellón,12048,0
Cortes de Baza,Granada,18053,0
Cortes de la Frontera,Málaga,29046,0
Cortes de Pallás,Valencia,46099,0
Cortes y Graena,Granada,18054,0
Cortijos (Los),Ciudad Real,13036,0
Corullón,León,24059,0
Coruña (A),A Coruña,15030,3
Coruña del Conde,Burgos,9112,0
Corvera de Asturias,Asturias,33020,0
Corvera de Toranzo,Cantabria,39026,0
Cosa,Teruel,44085,0
Coscurita,Soria,42068,0
Coslada,Madrid,28049,0
Cospeito,Lugo,27015,0
Costitx,Illes Balears,7017,0
Costur,Castellón,12049,0
Cosuenda,Zaragoza,50088,0
Cotanes del Monte,Zamora,49055,0
Cotes,Valencia,46100,0
Cotillas,Albacete,2028,0
Covaleda,Soria,42069,0
Covarrubias,Burgos,9113,0
Covelo,Pontevedra,36013,0
Coves de Vinromà (les),Castellón,12050,0
Cox,Alicante,3058,0
Cózar,Ciudad Real,13037,0
Cozuelos de Fuentidueña,Segovia,40902,0
Crecente,Pontevedra,36014,0
Creixell,Tarragona,43050,0
Crémenes,León,24060,0
Crespià,Girona,17058,0
Crespos,Ávila,5065,0
Cretas,Teruel,44086,0
Crevillent,Alicante,3059,0
Cristina,Badajoz,6041,0
Cristóbal,Salamanca,37112,0
Crivillén,Teruel,44087,0
Cruïlles Monells i Sant Sadurní de l'Heura,Girona,17901,0
Cuacos de Yuste,Cáceres,10068,0
Cuadros,León,24061,0
Cualedro,Ourense,32028,0
Cuarte de Huerva,Zaragoza,50089,0
Cuba (La),Teruel,44088,0
Cubas de la Sagra,Madrid,28050,0
Cubel,Zaragoza,50090,0
Cubelles,Barcelona,8074,0
Cubells,Lleida,25079,0
Cubilla,Soria,42070,0
Cubillas de Cerrato,Palencia,34066,0
Cubillas de los Oteros,León,24062,0
Cubillas de Rueda,León,24063,0
Cubillas de Santa Marta,Valladolid,47057,0
Cubillo,Segovia,40062,0
Cubillo de Uceda (El),Guadalajara,19102,0
Cubillo del Campo,Burgos,9114,0
Cubillos,Zamora,49056,0
Cubillos del Sil,León,24064,0
Cubla,Teruel,44089,0
Cubo de Benavente,Zamora,49057,0
Cubo de Bureba,Burgos,9115,0
Cubo de Don Sancho (El),Salamanca,37113,0
Cubo de la Solana,Soria,42071,0
Cubo de Tierra del Vino (El),Zamora,49058,0
Cucalón,Teruel,44090,0
Cudillero,Asturias,33021,0
Cuelgamures,Zamora,49059,0
Cuéllar,Segovia,40063,0
Cuenca,Cuenca,16078,1
Cuenca de Campos,Valladolid,47058,0
Cuerlas (Las),Zaragoza,50091,0
Cuerva,Toledo,45055,0
Cuervo (El),Teruel,41903,0
Cuervo de Sevilla (El),Sevilla,44092,0
Cueva de Ágreda,Soria,42073,0
Cueva de Roa (La),Burgos,9117,0
Cueva del Hierro,Cuenca,16079,0
Cuevas Bajas,Málaga,29047,0
Cuevas de Almudén,Teruel,44093,0
Cuevas de Provanco,Segovia,40905,0
Cuevas de San Clemente,Burgos,9119,0
Cuevas de San Marcos,Málaga,29049,0
Cuevas del Almanzora,Almería,4035,0
Cuevas del Becerro,Málaga,29048,0
Cuevas del Campo,Granada,18912,0
Cuevas del Valle,Ávila,5066,0
Cuevas Labradas,Teruel,44094,0
Culla,Castellón,12051,0
Cúllar,Granada,18056,0
Cúllar Vega,Granada,18057,0
Cullera,Valencia,46105,0
Culleredo,A Coruña,15031,0
Cumbre (La),Cáceres,10069,0
Cumbres de Enmedio,Huelva,21027,0
Cumbres de San Bartolomé,Huelva,21028,0
Cumbres Mayores,Huelva,21029,0
Cunit,Tarragona,43051,0
Cuntis,Pontevedra,36015,0
Curiel de Duero,Valladolid,47059,0
Curtis,A Coruña,15032,0
Cútar,Málaga,29050,0
Cuzcurrita de Río Tirón,La Rioja,26056,0
Daganzo de Arriba,Madrid,28053,0
Daimiel,Ciudad Real,13039,0
Daimús,Valencia,46113,0
Dalías,Almería,4038,0
Darnius,Girona,17060,0
Daroca,Zaragoza,50094,0
Daroca de Rioja,La Rioja,26057,0
Darro,Granada,18063,0
Das,Girona,17061,0
Daya Nueva,Alicante,3061,0
Daya Vieja,Alicante,3062,0
Deba,Gipuzkoa,20029,0
Degaña,Asturias,33022,0
Dehesa de Montejo,Palencia,34067,0
Dehesa de Romanos,Palencia,34068,0
Dehesas de Guadix,Granada,18064,0
Dehesas Viejas,Granada,18065,0
Deià,Illes Balears,7018,0
Deifontes,Granada,18066,0
Deleitosa,Cáceres,10070,0
Deltebre,Tarragona,43901,0
Dénia,Alicante,3063,0
Derio,Bizkaia,48901,0
Descargamaría,Cáceres,10071,0
Desojo,Navarra,31079,0
Destriana,León,24066,0
Dévanos,Soria,42075,0
Deza,Soria,42076,0
Dicastillo,Navarra,31080,0
Diego del Carpio,Ávila,5903,0
Diezma,Granada,18067,0
Dílar,Granada,18068,0
Dima,Bizkaia,48026,0
Dios le Guarde,Salamanca,37115,0
Dodro,A Coruña,15033,0
Dólar,Granada,18069,0
Dolores,Alicante,3064,0
Domeño,Valencia,46114,0
Domingo García,Segovia,40068,0
Domingo Pérez,Toledo,45058,0
Domingo Pérez de Granada,Granada,18915,0
Don Álvaro,Badajoz,6043,0
Don Benito,Badajoz,6044,0
Donamaria,Navarra,31081,0
Doneztebe/Santesteban,Navarra,31221,0
Donhierro,Segovia,40069,0
Donjimeno,Ávila,5069,0
Donostia/San Sebastián,Gipuzkoa,20069,4
Donvidas,Ávila,5070,0
Doña Mencía,Córdoba,14022,0
Doñinos de Ledesma,Salamanca,37116,0
Doñinos de Salamanca,Salamanca,37117,0
Dos Aguas,Valencia,46115,0
Dos Hermanas,Sevilla,41038,1
Dos Torres,Córdoba,14023,0
Dosbarrios,Toledo,45059,0
Dosrius,Barcelona,8075,0
Dozón,Pontevedra,36016,0
Driebes,Guadalajara,19107,0
Dúdar,Granada,18070,0
Dueñas,Palencia,34069,0
Duesaigües,Tarragona,43053,0
Dumbría,A Coruña,15034,0
Durango,Bizkaia,48027,0
Dúrcal,Granada,18071,0
Durón,Guadalajara,19108,0
Duruelo,Segovia,40070,0
Duruelo de la Sierra,Soria,42078,0
Ea,Bizkaia,48028,0
Echarri/Etxarri,Navarra,31083,0
Écija,Sevilla,41039,0
Eibar,Gipuzkoa,20030,1
Eivissa,Illes Balears,7026,1
Ejea de los Caballeros,Zaragoza,50095,0
Éjeme,Salamanca,37118,0
Ejido (El),Almería,4902,0
Ejulve,Teruel,44096,0
Elantxobe,Bizkaia,48031,0
Elburgo/Burgelu,Álava,1021,0
Elche de la Sierra,Albacete,2030,0
Elche/Elx,Alicante,3065,2
Elciego,Álava,1022,0
Elda,Alicante,3066,1
Elduain,Gipuzkoa,20031,0
Elgeta,Gipuzkoa,20033,0
Elgoibar,Gipuzkoa,20032,1
Elgorriaga,Navarra,31087,0
Eliana (L'),Valencia,46116,0
Eljas,Cáceres,10072,0
Elorrio,Bizkaia,48032,0
Elvillar/Bilar,Álava,1023,0
Embid,Guadalajara,19109,0
Embid de Ariza,Zaragoza,50096,0
Emperador,Valencia,46117,0
Encina (La),Salamanca,37119,0
Encina de San Silvestre,Salamanca,37120,0
Encinacorba,Zaragoza,50098,0
Encinas,Segovia,40071,0
Encinas de Abajo,Salamanca,37121,0
Encinas de Arriba,Salamanca,37122,0
Encinas de Esgueva,Valladolid,47060,0
Encinas Reales,Córdoba,14024,0
Encinasola,Huelva,21031,0
Encinasola de los Comendadores,Salamanca,37123,0
Encinedo,León,24067,0
Encinillas,Segovia,40072,0
Encío,Burgos,9120,0
Enciso,La Rioja,26058,0
Endrinal,Salamanca,37124,0
Enériz/Eneritz,Navarra,31089,0
Enguera,Valencia,46118,0
Enguídanos,Cuenca,16082,0
Enix,Almería,4041,0
Ènova (L'),Valencia,46119,0
Entrala,Zamora,49061,0
Entrambasaguas,Cantabria,39028,0
Entrena,La Rioja,26059,0
Entrimo,Ourense,32030,0
Entrín Bajo,Badajoz,6045,0
Épila,Zaragoza,50099,0
Erandio,Bizkaia,48902,0
Eratsun,Navarra,31090,0
Ercina (La),León,24068,0
Ereño,Bizkaia,48033,0
Ergoiena,Navarra,31091,0
Erla,Zaragoza,50100,0
Ermua,Bizkaia,48034,0
Errenteria,Gipuzkoa,20067,0
Errezil,Gipuzkoa,20066,0
Erriberabeitia,Álava,1047,0
Erriberagoitia/Ribera Alta,Álava,1046,0
Errigoiti,Bizkaia,48079,0
Erro,Navarra,31092,0
Erustes,Toledo,45060,0
Escacena del Campo,Huelva,21032,0
Escala (L'),Girona,17062,0
Escalante,Cantabria,39029,0
Escalona,Toledo,45061,0
Escalona del Prado,Segovia,40073,0
Escalonilla,Toledo,45062,0
Escamilla,Guadalajara,19110,0
Escañuela,Jaén,23031,0
Escarabajosa de Cabezas,Segovia,40074,0
Escariche,Guadalajara,19111,0
Escatrón,Zaragoza,50101,0
Escobar de Campos,León,24069,0
Escobar de Polendos,Segovia,40075,0
Escobosa de Almazán,Soria,42079,0
Escopete,Guadalajara,19112,0
Escorca,Illes Balears,7019,0
Escorial (El),Madrid,28054,1
Escorihuela,Teruel,44097,0
Escucha,Teruel,44099,0
Escurial,Cáceres,10073,0
Escurial de la Sierra,Salamanca,37125,0
Escúzar,Granada,18072,0
Esgos,Ourense,32031,0
Esguevillas de Esgueva,Valladolid,47061,0
Eskoriatza,Gipuzkoa,20034,1
Eslava,Navarra,31094,0
Eslida,Castellón,12057,0
Espadaña,Salamanca,37126,0
Espadañedo,Zamora,49062,0
Espadilla,Castellón,12058,0
Esparragalejo,Badajoz,6046,0
Esparragosa de la Serena,Badajoz,6047,0
Esparragosa de Lares,Badajoz,6048,0
Esparreguera,Barcelona,8076,0
Espartinas,Sevilla,41040,0
Esparza de Salazar/Espartza Zaraitzu,Navarra,31095,0
Espeja,Salamanca,37127,0
Espeja de San Marcelino,Soria,42080,0
Espejo,Córdoba,14025,0
Espejón,Soria,42081,0
Espeluy,Jaén,23032,0
Espera,Cádiz,11017,0
Espiel,Córdoba,14026,0
Espinar (El),Segovia,40076,0
Espinelves,Girona,17063,0
Espino de la Orbada,Salamanca,37128,0
Espinosa de Cerrato,Palencia,34070,0
Espinosa de Cervera,Burgos,9122,0
Espinosa de Henares,Guadalajara,19113,0
Espinosa de los Caballeros,Ávila,5072,0
Espinosa de los Monteros,Burgos,9124,0
Espinosa de Villagonzalo,Palencia,34071,0
Espinosa del Camino,Burgos,9123,0
Espinoso del Rey,Toledo,45063,0
Espirdo,Segovia,40077,0
Esplegares,Guadalajara,19114,0
Espluga Calba (L'),Lleida,43054,0
Espluga de Francolí (L'),Tarragona,25081,0
Esplugues de Llobregat,Barcelona,8077,2
Esplús,Huesca,22099,0
Espolla,Girona,17064,0
Esponellà,Girona,17065,0
Esporles,Illes Balears,7020,1
Espot,Lleida,25082,0
Espronceda,Navarra,31096,0
Espunyola (L'),Barcelona,8078,0
Esquirol (L'),Barcelona,8254,0
Esquivias,Toledo,45064,0
Establés,Guadalajara,19115,0
Estada,Huesca,22102,0
Estadilla,Huesca,22103,0
Estamariu,Lleida,25088,0
Estany (L'),Barcelona,8079,0
Estaràs,Lleida,25085,0
Estella-Lizarra,Navarra,31097,0
Estellencs,Illes Balears,7021,0
Estepa,Sevilla,41041,0
Estepa de San Juan,Soria,42082,0
Estépar,Burgos,9125,0
Estepona,Málaga,29051,0
Estercuel,Teruel,44100,0
Esteribar,Navarra,31098,0
Esterri d'Àneu,Lleida,25086,0
Esterri de Cardós,Lleida,25087,0
Estivella,Valencia,46120,0
Estollo,La Rioja,26060,0
Estopiñán del Castillo,Huesca,22105,0
Estrada (A),Pontevedra,36017,0
Estrella (La),Toledo,45065,0
Estremera,Madrid,28055,0
Estriégana,Guadalajara,19116,0
Estubeny,Valencia,46121,0
Etayo,Navarra,31099,0
Etxalar,Navarra,31082,0
Etxarri Aranatz,Navarra,31084,0
Etxauri,Navarra,31085,0
Etxebarri,Bizkaia,48029,0
Etxebarria,Bizkaia,48030,0
Eulate,Navarra,31100,0
Ezcabarte,Navarra,31101,0
Ezcaray,La Rioja,26061,0
Ezcároz/Ezkaroze,Navarra,31093,0
Ezkio-Itsaso,Gipuzkoa,20035,0
Ezkurra,Navarra,31102,0
Ezprogui,Navarra,31103,0
Fabara,Zaragoza,50102,0
Fabero,León,24070,0
Facheca,Alicante,3067,0
Fago,Huesca,22106,0
Falces,Navarra,31104,0
Falset,Tarragona,43055,0
Famorca,Alicante,3068,0
Fanlo,Huesca,22107,0
Fanzara,Castellón,12059,0
Far d'Empordà (El),Girona,17005,0
Faraján,Málaga,29052,0
Faramontanos de Tábara,Zamora,49063,0
Fariza,Zamora,49064,0
Farlete,Zaragoza,50104,0
Farrera,Lleida,25089,0
Fasnia,Santa Cruz de Tenerife,38012,0
Fatarella (La),Tarragona,43056,0
Faura,Valencia,46122,0
Favara,Valencia,46123,0
