municipio,provincia,codigo_ine,municipio_nombre_humano,num_colegios
Cobeja,Toledo,45051,Cobeja,2
Cobeña,Madrid,28041,Cobeña,4
Cobeta,Guadalajara,19090,Cobeta,1
Cobisa,Toledo,45052,Cobisa,4
Cobos de Cerrato,Palencia,34060,Cobos de Cerrato,0
Cobos de Fuentidueña,Segovia,40056,Cobos de Fuentidueña,0
Cobreros,Zamora,49050,Cobreros,0
Coca,Segovia,40057,Coca,5
Coca de Alba,Salamanca,37108,Coca de Alba,0
Cocentaina,Alicante,3056,Cocentaina,8
Codo,Zaragoza,50085,Codo,0
Codoñera (La),Teruel,44080,La Codoñera,1
Codorniz,Segovia,40058,Codorniz,0
Codos,Zaragoza,50086,Codos,0
Codosera (La),Badajoz,6037,La Codosera,1
Cofrentes,Valencia,46097,Cofrentes,2
Cogeces de Íscar,Valladolid,47053,Cogeces de Íscar,1
Cogeces del Monte,Valladolid,47054,Cogeces del Monte,1
Cogollor,Guadalajara,19091,Cogollor,0
Cogollos,Burgos,9108,Cogollos,0
Cogollos de Guadix,Granada,18049,Cogollos de Guadix,1
Cogollos de la Vega,Granada,18050,Cogollos de la Vega,2
Cogolludo,Guadalajara,19092,Cogolludo,1
Cogul (El),Lleida,25076,El Cogul,1
Coín,Málaga,29042,Coín,20
Coirós,A Coruña,15027,Coirós,2
Colera,Girona,17054,Colera,1
Coles,Ourense,32026,Coles,1
Colilla (La),Ávila,5061,La Colilla,0
Colindres,Cantabria,39023,Colindres,4
Coll de Nargó,Lleida,25077,Coll de Nargó,1
Collado de Contreras,Ávila,5062,Collado de Contreras,0
Collado de la Vera,Cáceres,10065,Collado de la Vera,0
Collado del Mirón,Ávila,5063,Collado del Mirón,0
Collado Hermoso,Segovia,40059,Collado Hermoso,0
Collado Mediano,Madrid,28046,Collado Mediano,5
Collado Villalba,Madrid,28047,Collado Villalba,39
Collazos de Boedo,Palencia,34061,Collazos de Boedo,0
Collbató,Barcelona,8069,Collbató,4
Colldejou,Tarragona,43045,Colldejou,0
Collsuspina,Barcelona,8070,Collsuspina,1
Colmenar,Málaga,29043,Colmenar,4
Colmenar de Montemayor,Salamanca,37109,Colmenar de Montemayor,0
Colmenar de Oreja,Madrid,28043,Colmenar de Oreja,5
Colmenar del Arroyo,Madrid,28042,Colmenar del Arroyo,2
Colmenar Viejo,Madrid,28045,Colmenar Viejo,34
Colmenarejo,Madrid,28044,Colmenarejo,7
Colomera,Granada,18051,Colomera,3
Colomers,Girona,17055,Colomers,0
Colunga,Asturias,33019,Colunga,4
Colungo,Huesca,22090,Colungo,0
Coma i la Pedra (La),Lleida,25163,La Coma i la Pedra,0
Comares,Málaga,29044,Comares,1
Comillas,Cantabria,39024,Comillas,1
Cómpeta,Málaga,29045,Cómpeta,4
Conca de Dalt,Lleida,25161,Conca de Dalt,0
Condado de Castilnovo,Segovia,40060,Condado de Castilnovo,0
Condado de Treviño,Burgos,9109,Condado de Treviño,0
Condemios de Abajo,Guadalajara,19095,Condemios de Abajo,0
Condemios de Arriba,Guadalajara,19096,Condemios de Arriba,0
Conesa,Tarragona,43046,Conesa,0
Confrides,Alicante,3057,Confrides,1
Congosto,León,24057,Congosto,0
Congosto de Valdavia,Palencia,34062,Congosto de Valdavia,0
Congostrina,Guadalajara,19097,Congostrina,0
Conil de la Frontera,Cádiz,11014,Conil de la Frontera,13
Conquista,Córdoba,14020,Conquista,1
Conquista de la Sierra,Cáceres,10066,Conquista de la Sierra,0
Consell,Illes Balears,7016,Consell,2
Constantí,Tarragona,43047,Constantí,6
Constantina,Sevilla,41033,Constantina,6
Constanzana,Ávila,5064,Constanzana,0
Consuegra,Toledo,45053,Consuegra,6
Contamina,Zaragoza,50087,Contamina,0
Contreras,Burgos,9110,Contreras,0
Coomonte,Zamora,49052,Coomonte,0
Copernal,Guadalajara,19098,Copernal,0
Copons,Barcelona,8071,Copons,1
Corbalán,Teruel,44082,Corbalán,0
Corbera,Valencia,46098,Corbera,2
Corbera d'Ebre,Tarragona,43048,Corbera d'Ebre,2
Corbera de Llobregat,Barcelona,8072,Corbera de Llobregat,11
Corbillos de los Oteros,León,24058,Corbillos de los Oteros,0
Corbins,Lleida,25078,Corbins,3
Corçà,Girona,17057,Corçà,2
Corcos,Valladolid,47055,Corcos,0
Corcubión,A Coruña,15028,Corcubión,1
Córdoba,Córdoba,14021,Córdoba,318
Cordobilla de Lácara,Badajoz,6038,Cordobilla de Lácara,1
Cordovilla,Salamanca,37110,Cordovilla,0
Cordovilla la Real,Palencia,34063,Cordovilla la Real,0
Cordovín,La Rioja,26052,Cordovín,0
Corduente,Guadalajara,19099,Corduente,1
Corella,Navarra,31077,Corella,4
Corera,La Rioja,26053,Corera,0
Coreses,Zamora,49053,Coreses,1
Corgo (O),Lugo,27014,O Corgo,40
Coria,Cáceres,10067,Coria,10
Coria del Río,Sevilla,41034,Coria del Río,22
Coripe,Sevilla,41035,Coripe,4
Coristanco,A Coruña,15029,Coristanco,503
Cornago,La Rioja,26054,Cornago,0
Cornellà de Llobregat,Barcelona,8073,Cornellà de Llobregat,41
Cornellà del Terri,Girona,17056,Cornellà del Terri,2
Cornudella de Montsant,Tarragona,43049,Cornudella de Montsant,4
Coronada (La),Badajoz,6039,La Coronada,1
Coronil (El),Sevilla,41036,El Coronil,4
Corpa,Madrid,28048,Corpa,1
Corporales,La Rioja,26055,Corporales,0
Corral de Almaguer,Toledo,45054,Corral de Almaguer,4
Corral de Ayllón,Segovia,40061,Corral de Ayllón,0
Corral de Calatrava,Ciudad Real,13035,Corral de Calatrava,1
Corral-Rubio,Albacete,2027,Corral-Rubio,0
Corrales (Los),Sevilla,41037,Los Corrales,0
Corrales de Buelna (Los),Cantabria,39025,Los Corrales de Buelna,0
Corrales de Duero,Valladolid,47056,Corrales de Duero,0
Corrales del Vino,Zamora,49054,Corrales del Vino,2
Corte de Peleas,Badajoz,6040,Corte de Peleas,1
Corteconcepción,Huelva,21024,Corteconcepción,1
Cortegada,Ourense,32027,Cortegada,0
Cortegana,Huelva,21025,Cortegana,1
Cortelazor,Huelva,21026,Cortelazor,0
Cortes,Navarra,31078,Cortes,0
Cortes de Aragón,Teruel,44084,Cortes de Aragón,0
Cortes de Arenoso,Castellón,12048,Cortes de Arenoso,1
Cortes de Baza,Granada,18053,Cortes de Baza,1
Cortes de la Frontera,Málaga,29046,Cortes de la Frontera,4
Cortes de Pallás,Valencia,46099,Cortes de Pallás,2
Cortes y Graena,Granada,18054,Cortes y Graena,0
Cortijos (Los),Ciudad Real,13036,Los Cortijos,0
Corullón,León,24059,Corullón,1
Coruña (A),A Coruña,15030,A Coruña,104
Coruña del Conde,Burgos,9112,Coruña del Conde,0
Corvera de Asturias,Asturias,33020,Corvera de Asturias,0
Corvera de Toranzo,Cantabria,39026,Corvera de Toranzo,0
Cosa,Teruel,44085,Cosa,0
Coscurita,Soria,42068,Coscurita,0
Coslada,Madrid,28049,Coslada,44
Cospeito,Lugo,27015,Cospeito,2
Costitx,Illes Balears,7017,Costitx,1
Costur,Castellón,12049,Costur,1
Cosuenda,Zaragoza,50088,Cosuenda,1
Cotanes del Monte,Zamora,49055,Cotanes del Monte,0
Cotes,Valencia,46100,Cotes,0
Cotillas,Albacete,2028,Cotillas,0
Covaleda,Soria,42069,Covaleda,3
Covarrubias,Burgos,9113,Covarrubias,1
Covelo,Pontevedra,36013,Covelo,2
Coves de Vinromà (Les),Castellón,12050,Les Coves de Vinromà,1
Cox,Alicante,3058,Cox,6
Cózar,Ciudad Real,13037,Cózar,1
Cozuelos de Fuentidueña,Segovia,40902,Cozuelos de Fuentidueña,0
Crecente,Pontevedra,36014,Crecente,3
Creixell,Tarragona,43050,Creixell,0
Crémenes,León,24060,Crémenes,0
Crespià,Girona,17058,Crespià,0
Crespos,Ávila,5065,Crespos,1
Cretas,Teruel,44086,Cretas,2
Crevillent,Alicante,3059,Crevillent,16
Cristina,Badajoz,6041,Cristina,0
Cristóbal,Salamanca,37112,Cristóbal,0
Crivillén,Teruel,44087,Crivillén,0
Cruïlles Monells i Sant Sadurní de l'Heura,Girona,17901,Cruïlles Monells i Sant Sadurní de l'Heura,0
Cuacos de Yuste,Cáceres,10068,Cuacos de Yuste,1
Cuadros,León,24061,Cuadros,4
Cualedro,Ourense,32028,Cualedro,1
Cuarte de Huerva,Zaragoza,50089,Cuarte de Huerva,7
Cuba (La),Teruel,44088,La Cuba,0
Cubas de la Sagra,Madrid,28050,Cubas de la Sagra,0
Cubel,Zaragoza,50090,Cubel,0
Cubelles,Barcelona,8074,Cubelles,8
Cubells,Lleida,25079,Cubells,1
Cubilla,Soria,42070,Cubilla,0
Cubillas de Cerrato,Palencia,34066,Cubillas de Cerrato,0
Cubillas de los Oteros,León,24062,Cubillas de los Oteros,0
Cubillas de Rueda,León,24063,Cubillas de Rueda,0
Cubillas de Santa Marta,Valladolid,47057,Cubillas de Santa Marta,0
Cubillo,Segovia,40062,Cubillo,0
Cubillo de Uceda (El),Guadalajara,19102,El Cubillo de Uceda,0
Cubillo del Campo,Burgos,9114,Cubillo del Campo,0
Cubillos,Zamora,49056,Cubillos,0
Cubillos del Sil,León,24064,Cubillos del Sil,1
Cubla,Teruel,44089,Cubla,0
Cubo de Benavente,Zamora,49057,Cubo de Benavente,0
Cubo de Bureba,Burgos,9115,Cubo de Bureba,0
Cubo de Don Sancho (El),Salamanca,37113,El Cubo de Don Sancho,1
Cubo de la Solana,Soria,42071,Cubo de la Solana,0
Cubo de Tierra del Vino (El),Zamora,49058,El Cubo de Tierra del Vino,1
Cucalón,Teruel,44090,Cucalón,0
Cudillero,Asturias,33021,Cudillero,4
Cuelgamures,Zamora,49059,Cuelgamures,0
Cuéllar,Segovia,40063,Cuéllar,8
Cuenca,Cuenca,16078,Cuenca,0
Cuenca de Campos,Valladolid,47058,Cuenca de Campos,0
Cuerlas (Las),Zaragoza,50091,Las Cuerlas,0
Cuerva,Toledo,45055,Cuerva,1
Cuervo (El),Teruel,41903,El Cuervo,0
Cuervo de Sevilla (El),Sevilla,44092,El Cuervo de Sevilla,7
Cueva de Ágreda,Soria,42073,Cueva de Ágreda,0
Cueva de Roa (La),Burgos,9117,La Cueva de Roa,0
Cueva del Hierro,Cuenca,16079,Cueva del Hierro,0
Cuevas Bajas,Málaga,29047,Cuevas Bajas,3
Cuevas de Almudén,Teruel,44093,Cuevas de Almudén,0
Cuevas de Provanco,Segovia,40905,Cuevas de Provanco,0
Cuevas de San Clemente,Burgos,9119,Cuevas de San Clemente,0
Cuevas de San Marcos,Málaga,29049,Cuevas de San Marcos,4
Cuevas del Almanzora,Almería,4035,Cuevas del Almanzora,9
Cuevas del Becerro,Málaga,29048,Cuevas del Becerro,2
Cuevas del Campo,Granada,18912,Cuevas del Campo,2
Cuevas del Valle,Ávila,5066,Cuevas del Valle,0
Cuevas Labradas,Teruel,44094,Cuevas Labradas,0
Culla,Castellón,12051,Culla,0
Cúllar,Granada,18056,Cúllar,4
Cúllar Vega,Granada,18057,Cúllar Vega,8
Cullera,Valencia,46105,Cullera,18
Culleredo,A Coruña,15031,Culleredo,8
Cumbre (La),Cáceres,10069,La Cumbre,0
Cumbres de Enmedio,Huelva,21027,Cumbres de Enmedio,0
Cumbres de San Bartolomé,Huelva,21028,Cumbres de San Bartolomé,0
Cumbres Mayores,Huelva,21029,Cumbres Mayores,3
Cunit,Tarragona,43051,Cunit,7
Cuntis,Pontevedra,36015,Cuntis,1
Curiel de Duero,Valladolid,47059,Curiel de Duero,0
Curtis,A Coruña,15032,Curtis,7
Cútar,Málaga,29050,Cútar,0
Cuzcurrita de Río Tirón,La Rioja,26056,Cuzcurrita de Río Tirón,0
Daganzo de Arriba,Madrid,28053,Daganzo de Arriba,7
Daimiel,Ciudad Real,13039,Daimiel,12
Daimús,Valencia,46113,Daimús,3
Dalías,Almería,4038,Dalías,4
Darnius,Girona,17060,Darnius,1
Daroca,Zaragoza,50094,Daroca,5
Daroca de Rioja,La Rioja,26057,Daroca de Rioja,0
Darro,Granada,18063,Darro,1
Das,Girona,17061,Das,0
Daya Nueva,Alicante,3061,Daya Nueva,3
Daya Vieja,Alicante,3062,Daya Vieja,0
Deba,Gipuzkoa,20029,Deba,5
Degaña,Asturias,33022,Degaña,0
Dehesa de Montejo,Palencia,34067,Dehesa de Montejo,0
Dehesa de Romanos,Palencia,34068,Dehesa de Romanos,0
Dehesas de Guadix,Granada,18064,Dehesas de Guadix,1
Dehesas Viejas,Granada,18065,Dehesas Viejas,0
Deià,Illes Balears,7018,Deià,2
Deifontes,Granada,18066,Deifontes,3
Deleitosa,Cáceres,10070,Deleitosa,1
Deltebre,Tarragona,43901,Deltebre,7
Dénia,Alicante,3063,Dénia,29
Derio,Bizkaia,48901,Derio,10
Descargamaría,Cáceres,10071,Descargamaría,0
Desojo,Navarra,31079,Desojo,0
Destriana,León,24066,Destriana,1
Dévanos,Soria,42075,Dévanos,0
Deza,Soria,42076,Deza,0
Dicastillo,Navarra,31080,Dicastillo,1
Diego del Carpio,Ávila,5903,Diego del Carpio,0
Diezma,Granada,18067,Diezma,2
Dílar,Granada,18068,Dílar,4
Dima,Bizkaia,48026,Dima,2
Dios le Guarde,Salamanca,37115,Dios le Guarde,0
Dodro,A Coruña,15033,Dodro,1
Dólar,Granada,18069,Dólar,0
Dolores,Alicante,3064,Dolores,10
Domeño,Valencia,46114,Domeño,0
Domingo García,Segovia,40068,Domingo García,0
Domingo Pérez,Toledo,45058,Domingo Pérez,1
Domingo Pérez de Granada,Granada,18915,Domingo Pérez de Granada,1
Don Álvaro,Badajoz,6043,Don Álvaro,1
Don Benito,Badajoz,6044,Don Benito,21
Donamaria,Navarra,31081,Donamaria,0
Doneztebe/Santesteban,Navarra,31221,Doneztebe/Santesteban,4
Donhierro,Segovia,40069,Donhierro,0
Donjimeno,Ávila,5069,Donjimeno,0
Donostia/San Sebastián,Gipuzkoa,20069,Donostia/San Sebastián,126
Donvidas,Ávila,5070,Donvidas,0
Doña Mencía,Córdoba,14022,Doña Mencía,5
Doñinos de Ledesma,Salamanca,37116,Doñinos de Ledesma,0
Doñinos de Salamanca,Salamanca,37117,Doñinos de Salamanca,2
Dos Aguas,Valencia,46115,Dos Aguas,1
Dos Hermanas,Sevilla,41038,Dos Hermanas,2
Dos Torres,Córdoba,14023,Dos Torres,4
Dosbarrios,Toledo,45059,Dosbarrios,2
Dosrius,Barcelona,8075,Dosrius,3
Dozón,Pontevedra,36016,Dozón,0
Driebes,Guadalajara,19107,Driebes,0
Dúdar,Granada,18070,Dúdar,0
Dueñas,Palencia,34069,Dueñas,2
Duesaigües,Tarragona,43053,Duesaigües,1
Dumbría,A Coruña,15034,Dumbría,5
Durango,Bizkaia,48027,Durango,20
Dúrcal,Granada,18071,Dúrcal,23
Durón,Guadalajara,19108,Durón,0
Duruelo,Segovia,40070,Duruelo,0
Duruelo de la Sierra,Soria,42078,Duruelo de la Sierra,3
Ea,Bizkaia,48028,Ea,2
Echarri/Etxarri,Navarra,31083,Echarri/Etxarri,0
Écija,Sevilla,41039,Écija,29
Eibar,Gipuzkoa,20030,Eibar,22
Eivissa,Illes Balears,7026,Eivissa,28
Ejea de los Caballeros,Zaragoza,50095,Ejea de los Caballeros,12
Éjeme,Salamanca,37118,Éjeme,0
Ejido (El),Almería,4902,El Ejido,57
Ejulve,Teruel,44096,Ejulve,0
Elantxobe,Bizkaia,48031,Elantxobe,0
Elburgo/Burgelu,Álava,1021,Elburgo/Burgelu,0
Elche de la Sierra,Albacete,2030,Elche de la Sierra,6
Elche/Elx,Alicante,3065,Elche/Elx,136
Elciego,Álava,1022,Elciego,2
Elda,Alicante,3066,Elda,30
Elduain,Gipuzkoa,20031,Elduain,1
Elgeta,Gipuzkoa,20033,Elgeta,2
Elgoibar,Gipuzkoa,20032,Elgoibar,6
Elgorriaga,Navarra,31087,Elgorriaga,0
Eliana (L'),Valencia,46116,L' Eliana,0
Eljas,Cáceres,10072,Eljas,1
Elorrio,Bizkaia,48032,Elorrio,7
Elvillar/Bilar,Álava,1023,Elvillar/Bilar,0
Embid,Guadalajara,19109,Embid,0
Embid de Ariza,Zaragoza,50096,Embid de Ariza,0
Emperador,Valencia,46117,Emperador,0
Encina (La),Salamanca,37119,La Encina,0
Encina de San Silvestre,Salamanca,37120,Encina de San Silvestre,0
Encinacorba,Zaragoza,50098,Encinacorba,0
Encinas,Segovia,40071,Encinas,0
Encinas de Abajo,Salamanca,37121,Encinas de Abajo,0
Encinas de Arriba,Salamanca,37122,Encinas de Arriba,0
Encinas de Esgueva,Valladolid,47060,Encinas de Esgueva,0
Encinas Reales,Córdoba,14024,Encinas Reales,3
Encinasola,Huelva,21031,Encinasola,3
Encinasola de los Comendadores,Salamanca,37123,Encinasola de los Comendadores,0
Encinedo,León,24067,Encinedo,1
Encinillas,Segovia,40072,Encinillas,0
Encío,Burgos,9120,Encío,0
Enciso,La Rioja,26058,Enciso,0
Endrinal,Salamanca,37124,Endrinal,0
Enériz/Eneritz,Navarra,31089,Enériz/Eneritz,0
Enguera,Valencia,46118,Enguera,5
Enguídanos,Cuenca,16082,Enguídanos,0
Enix,Almería,4041,Enix,0
Ènova (L'),Valencia,46119,L' Ènova,0
Entrala,Zamora,49061,Entrala,0
Entrambasaguas,Cantabria,39028,Entrambasaguas,0
Entrena,La Rioja,26059,Entrena,0
Entrimo,Ourense,32030,Entrimo,0
Entrín Bajo,Badajoz,6045,Entrín Bajo,0
Épila,Zaragoza,50099,Épila,3
Erandio,Bizkaia,48902,Erandio,8
Eratsun,Navarra,31090,Eratsun,0
Ercina (La),León,24068,La Ercina,1
Ereño,Bizkaia,48033,Ereño,0
Ergoiena,Navarra,31091,Ergoiena,0
Erla,Zaragoza,50100,Erla,1
Ermua,Bizkaia,48034,Ermua,10
Errenteria,Gipuzkoa,20067,Errenteria,26
Errezil,Gipuzkoa,20066,Errezil,2
Erriberabeitia,Álava,1047,Erriberabeitia,0
Erriberagoitia/Ribera Alta,Álava,1046,Erriberagoitia/Ribera Alta,6
Errigoiti,Bizkaia,48079,Errigoiti,0
Erro,Navarra,31092,Erro,1
Erustes,Toledo,45060,Erustes,0
Escacena del Campo,Huelva,21032,Escacena del Campo,2
Escala (L'),Girona,17062,L' Escala,0
Escalante,Cantabria,39029,Escalante,1
Escalona,Toledo,45061,Escalona,0
Escalona del Prado,Segovia,40073,Escalona del Prado,0
Escalonilla,Toledo,45062,Escalonilla,0
Escamilla,Guadalajara,19110,Escamilla,0
Escañuela,Jaén,23031,Escañuela,2
Escarabajosa de Cabezas,Segovia,40074,Escarabajosa de Cabezas,0
Escariche,Guadalajara,19111,Escariche,0
Escatrón,Zaragoza,50101,Escatrón,2
Escobar de Campos,León,24069,Escobar de Campos,0
Escobar de Polendos,Segovia,40075,Escobar de Polendos,0
Escobosa de Almazán,Soria,42079,Escobosa de Almazán,0
Escopete,Guadalajara,19112,Escopete,0
Escorca,Illes Balears,7019,Escorca,1
Escorial (El),Madrid,28054,El Escorial,6
Escorihuela,Teruel,44097,Escorihuela,0
Escucha,Teruel,44099,Escucha,2
Escurial,Cáceres,10073,Escurial,1
Escurial de la Sierra,Salamanca,37125,Escurial de la Sierra,0
Escúzar,Granada,18072,Escúzar,2
Esgos,Ourense,32031,Esgos,0
Esguevillas de Esgueva,Valladolid,47061,Esguevillas de Esgueva,1
Eskoriatza,Gipuzkoa,20034,Eskoriatza,6
Eslava,Navarra,31094,Eslava,0
Eslida,Castellón,12057,Eslida,1
Espadaña,Salamanca,37126,Espadaña,0
Espadañedo,Zamora,49062,Espadañedo,0
Espadilla,Castellón,12058,Espadilla,0
Esparragalejo,Badajoz,6046,Esparragalejo,1
Esparragosa de la Serena,Badajoz,6047,Esparragosa de la Serena,1
Esparragosa de Lares,Badajoz,6048,Esparragosa de Lares,1
Esparreguera,Barcelona,8076,Esparreguera,15
Espartinas,Sevilla,41040,Espartinas,0
Esparza de Salazar/Espartza Zaraitzu,Navarra,31095,Esparza de Salazar/Espartza Zaraitzu,0
Espeja,Salamanca,37127,Espeja,0
Espeja de San Marcelino,Soria,42080,Espeja de San Marcelino,0
Espejo,Córdoba,14025,Espejo,0
Espejón,Soria,42081,Espejón,0
Espeluy,Jaén,23032,Espeluy,0
Espera,Cádiz,11017,Espera,4
Espiel,Córdoba,14026,Espiel,3
Espinar (El),Segovia,40076,El Espinar,0
Espinelves,Girona,17063,Espinelves,0
Espino de la Orbada,Salamanca,37128,Espino de la Orbada,0
Espinosa de Cerrato,Palencia,34070,Espinosa de Cerrato,0
Espinosa de Cervera,Burgos,9122,Espinosa de Cervera,0
Espinosa de Henares,Guadalajara,19113,Espinosa de Henares,0
Espinosa de los Caballeros,Ávila,5072,Espinosa de los Caballeros,0
Espinosa de los Monteros,Burgos,9124,Espinosa de los Monteros,2
Espinosa de Villagonzalo,Palencia,34071,Espinosa de Villagonzalo,0
Espinosa del Camino,Burgos,9123,Espinosa del Camino,0
Espinoso del Rey,Toledo,45063,Espinoso del Rey,0
Espirdo,Segovia,40077,Espirdo,0
Esplegares,Guadalajara,19114,Esplegares,0
Espluga Calba (L'),Lleida,43054,L' Espluga Calba,0
Espluga de Francolí (L'),Tarragona,25081,L' Espluga de Francolí,0
Esplugues de Llobregat,Barcelona,8077,Esplugues de Llobregat,33
Esplús,Huesca,22099,Esplús,1
Espolla,Girona,17064,Espolla,1
Esponellà,Girona,17065,Esponellà,2
Esporles,Illes Balears,7020,Esporles,4
Espot,Lleida,25082,Espot,0
Espronceda,Navarra,31096,Espronceda,0
Espunyola (L'),Barcelona,8078,L' Espunyola,0
Esquirol (L'),Barcelona,8254,L' Esquirol,0
Esquivias,Toledo,45064,Esquivias,5
Establés,Guadalajara,19115,Establés,0
Estada,Huesca,22102,Estada,0
Estadilla,Huesca,22103,Estadilla,1
Estamariu,Lleida,25088,Estamariu,0
Estany (L'),Barcelona,8079,L' Estany,0
Estaràs,Lleida,25085,Estaràs,0
Estella-Lizarra,Navarra,31097,Estella-Lizarra,11
Estellencs,Illes Balears,7021,Estellencs,2
Estepa,Sevilla,41041,Estepa,10
Estepa de San Juan,Soria,42082,Estepa de San Juan,0
Estépar,Burgos,9125,Estépar,0
Estepona,Málaga,29051,Estepona,48
Estercuel,Teruel,44100,Estercuel,0
Esteribar,Navarra,31098,Esteribar,2
Esterri d'Àneu,Lleida,25086,Esterri d'Àneu,3
Esterri de Cardós,Lleida,25087,Esterri de Cardós,0
Estivella,Valencia,46120,Estivella,3
Estollo,La Rioja,26060,Estollo,0
Estopiñán del Castillo,Huesca,22105,Estopiñán del Castillo,0
Estrada (A),Pontevedra,36017,A Estrada,1
Estrella (La),Toledo,45065,La Estrella,0
Estremera,Madrid,28055,Estremera,3
Estriégana,Guadalajara,19116,Estriégana,0
Estubeny,Valencia,46121,Estubeny,0
Etayo,Navarra,31099,Etayo,0
Etxalar,Navarra,31082,Etxalar,1
Etxarri Aranatz,Navarra,31084,Etxarri Aranatz,3
Etxauri,Navarra,31085,Etxauri,0
Etxebarri,Bizkaia,48029,Etxebarri,6
Etxebarria,Bizkaia,48030,Etxebarria,2
Eulate,Navarra,31100,Eulate,0
Ezcabarte,Navarra,31101,Ezcabarte,0
Ezcaray,La Rioja,26061,Ezcaray,3
Ezcároz/Ezkaroze,Navarra,31093,Ezcároz/Ezkaroze,2
Ezkio-Itsaso,Gipuzkoa,20035,Ezkio-Itsaso,0
Ezkurra,Navarra,31102,Ezkurra,0
Ezprogui,Navarra,31103,Ezprogui,0
Fabara,Zaragoza,50102,Fabara,1
Fabero,León,24070,Fabero,3
Facheca,Alicante,3067,Facheca,0
Fago,Huesca,22106,Fago,0
Falces,Navarra,31104,Falces,2
Falset,Tarragona,43055,Falset,3
Famorca,Alicante,3068,Famorca,0
Fanlo,Huesca,22107,Fanlo,0
Fanzara,Castellón,12059,Fanzara,0
Far d'Empordà (El),Girona,17005,El Far d'Empordà,1
Faraján,Málaga,29052,Faraján,0
Faramontanos de Tábara,Zamora,49063,Faramontanos de Tábara,0
Fariza,Zamora,49064,Fariza,0
Farlete,Zaragoza,50104,Farlete,0
Farrera,Lleida,25089,Farrera,0
Fasnia,Santa Cruz de Tenerife,38012,Fasnia,1
Fatarella (La),Tarragona,43056,La Fatarella,3
Faura,Valencia,46122,Faura,3
Favara,Valencia,46123,Favara,2
Fayón,Zaragoza,50105,Fayón,2
Fayos (Los),Zaragoza,50106,Los Fayos,0
Febró (La),Tarragona,43057,La Febró,0
Felanitx,Illes Balears,7022,Felanitx,10
Felix,Almería,4043,Felix,1
Fene,A Coruña,15035,Fene,7
Férez,Albacete,2031,Férez,2
Feria,Badajoz,6049,Feria,1
Fermoselle,Zamora,49065,Fermoselle,1
Fernán Caballero,Ciudad Real,13040,Fernán Caballero,2
Fernán-Núñez,Córdoba,14027,Fernán-Núñez,11
Ferreira,Granada,18074,Ferreira,0
Ferreras de Abajo,Zamora,49066,Ferreras de Abajo,1
Ferreras de Arriba,Zamora,49067,Ferreras de Arriba,0
Ferreries,Illes Balears,7023,Ferreries,6
Ferreruela,Zamora,49068,Ferreruela,0
Ferreruela de Huerva,Teruel,44101,Ferreruela de Huerva,0
Ferrol,A Coruña,15036,Ferrol,3
Figaró-Montmany,Barcelona,8134,Figaró-Montmany,2
Fígols,Barcelona,8080,Fígols,0
Fígols i Alinyà,Lleida,25908,Fígols i Alinyà,0
Figuera (La),Tarragona,43058,La Figuera,0
Figueres,Girona,17066,Figueres,35
Figuerola del Camp,Tarragona,43059,Figuerola del Camp,2
Figueroles,Castellón,12060,Figueroles,1
Figueruela de Arriba,Zamora,49069,Figueruela de Arriba,0
Figueruelas,Zaragoza,50107,Figueruelas,2
Fines,Almería,4044,Fines,5
Finestrat,Alicante,3069,Finestrat,5
Fiñana,Almería,4045,Fiñana,5
Firgas,Las Palmas,35008,Firgas,5
Fiscal,Huesca,22109,Fiscal,1
Fisterra,A Coruña,15037,Fisterra,3
Fitero,Navarra,31105,Fitero,2
Flaçà,Girona,17067,Flaçà,2
Flix,Tarragona,43060,Flix,0
Flores de Ávila,Ávila,5073,Flores de Ávila,0
Floresta (La),Lleida,25092,La Floresta,0
Florida de Liébana,Salamanca,37129,Florida de Liébana,0
Fogars de la Selva,Barcelona,8082,Fogars de la Selva,2
Fogars de Montclús,Barcelona,8081,Fogars de Montclús,0
Foios,Valencia,46126,Foios,8
Foixà,Girona,17068,Foixà,0
Folgoso de la Ribera,León,24071,Folgoso de la Ribera,0
Folgoso do Courel,Lugo,27017,Folgoso do Courel,0
Folgueroles,Barcelona,8083,Folgueroles,3
Fombellida,Valladolid,47062,Fombellida,0
Fombuena,Zaragoza,50108,Fombuena,0
Fompedraza,Valladolid,47063,Fompedraza,0
Foncea,La Rioja,26062,Foncea,0
Fondarella,Lleida,25093,Fondarella,2
Fondó de les Neus (El)/Hondón de las Nieves,Alicante,3077,El Fondó de les Neus/Hondón de las Nieves,0
Fondón,Almería,4046,Fondón,2
Fonelas,Granada,18076,Fonelas,1
Fonfría,Zamora,49071,Fonfría,1
Fonfría,Teruel,44102,Fonfría,0
Fonollosa,Barcelona,8084,Fonollosa,2
Fonsagrada (A),Lugo,27018,A Fonsagrada,4
Font d'En Carròs (La),Valencia,46127,La Font d'En Carròs,0
Font de la Figuera (La),Valencia,46128,La Font de la Figuera,4
Font-rubí,Barcelona,8085,Font-rubí,0
Fontanals de Cerdanya,Girona,17069,Fontanals de Cerdanya,0
Fontanar,Guadalajara,19117,Fontanar,2
Fontanarejo,Ciudad Real,13041,Fontanarejo,0
Fontanars dels Alforins,Valencia,46124,Fontanars dels Alforins,0
Fontanilles,Girona,17070,Fontanilles,0
Fontcoberta,Girona,17071,Fontcoberta,2
Fontellas,Navarra,31106,Fontellas,0
