codigo_ine,municipio,provincia,municipio_nombre_humano
14013,Cabra,Córdoba,Cabra
44048,Cabra de Mora,Teruel,Cabra de Mora
43036,Cabra del Camp,Tarragona,Cabra del Camp
23017,Cabra del Santo Cristo,Jaén,Cabra del Santo Cristo
33008,Cabrales,Asturias,Cabrales
33009,Cabranes,Asturias,Cabranes
31063,Cabredo,Navarra,Cabredo
42044,Cabrejas del Campo,Soria,Cabrejas del Campo
42045,Cabrejas del Pinar,Soria,Cabrejas del Pinar
28030,Cabrera (La),Madrid,La Cabrera
08028,Cabrera d'Anoia,Barcelona,Cabrera d'Anoia
08029,Cabrera de Mar,Barcelona,Cabrera de Mar
37067,Cabrerizos,Salamanca,Cabrerizos
10036,Cabrero,Cáceres,Cabrero
47029,Cabreros del Monte,Valladolid,Cabreros del Monte
24028,Cabreros del Río,León,Cabreros del Río
24029,Cabrillanes,León,Cabrillanes
37068,Cabrillas,Salamanca,Cabrillas
08030,Cabrils,Barcelona,Cabrils
39014,Cabuérniga,Cantabria,Cabuérniga
24030,Cacabelos,León,Cacabelos
10037,Cáceres,Cáceres,Cáceres
10038,Cachorrilla,Cáceres,Cachorrilla
18034,Cacín,Granada,Cacín
10039,Cadalso,Cáceres,Cadalso
28031,Cadalso de los Vidrios,Madrid,Cadalso de los Vidrios
17032,Cadaqués,Girona,Cadaqués
18035,Cádiar,Granada,Cádiar
11012,Cádiz,Cádiz,Cádiz
31064,Cadreita,Navarra,Cadreita
50066,Cadrete,Zaragoza,Cadrete
18036,Cájar,Granada,Cájar
21016,Cala,Huelva,Cala
40037,Calabazas de Fuentidueña,Segovia,Calabazas de Fuentidueña
44049,Calaceite,Teruel,Calaceite
08031,Calaf,Barcelona,Calaf
43037,Calafell,Tarragona,Calafell
26036,Calahorra,La Rioja,Calahorra
18114,Calahorra (La),Granada,La Calahorra
34041,Calahorra de Boedo,Palencia,Calahorra de Boedo
44050,Calamocha,Teruel,Calamocha
06025,Calamonte,Badajoz,Calamonte
44051,Calanda,Teruel,Calanda
21017,Calañas,Huelva,Calañas
30013,Calasparra,Murcia,Calasparra
42046,Calatañazor,Soria,Calatañazor
50067,Calatayud,Zaragoza,Calatayud
50068,Calatorao,Zaragoza,Calatorao
50069,Calcena,Zaragoza,Calcena
36005,Caldas de Reis,Pontevedra,Caldas de Reis
22072,Caldearenas,Huesca,Caldearenas
08034,Calders,Barcelona,Calders
08032,Caldes d'Estrac,Barcelona,Caldes d'Estrac
17033,Caldes de Malavella,Girona,Caldes de Malavella
08033,Caldes de Montbui,Barcelona,Caldes de Montbui
08035,Calella,Barcelona,Calella
06026,Calera de León,Badajoz,Calera de León
45028,Calera y Chozas,Toledo,Calera y Chozas
09064,Caleruega,Burgos,Caleruega
45029,Caleruela,Toledo,Caleruela
18037,Calicasas,Granada,Calicasas
12034,Càlig,Castellón,Càlig
08037,Calldetenes,Barcelona,Calldetenes
46079,Calles,Valencia,Calles
03048,Callosa d'en Sarrià,Alicante,Callosa d'en Sarrià
03049,Callosa de Segura,Alicante,Callosa de Segura
08038,Callús,Barcelona,Callús
50070,Calmarza,Zaragoza,Calmarza
44052,Calomarde,Teruel,Calomarde
08036,Calonge de Segarra,Barcelona,Calonge de Segarra
17034,Calonge i Sant Antoni,Girona,Calonge i Sant Antoni
03047,Calp,Alicante,Calp
42048,Caltojar,Soria,Caltojar
37069,Calvarrasa de Abajo,Salamanca,Calvarrasa de Abajo
37070,Calvarrasa de Arriba,Salamanca,Calvarrasa de Arriba
07011,Calvià,Islas Baleares,Calvià
32016,Calvos de Randín,Ourense,Calvos de Randín
37071,Calzada de Béjar (La),Salamanca,La Calzada de Béjar
13027,Calzada de Calatrava,Ciudad Real,Calzada de Calatrava
37072,Calzada de Don Diego,Salamanca,Calzada de Don Diego
34042,Calzada de los Molinos,Palencia,Calzada de los Molinos
45030,Calzada de Oropesa,Toledo,Calzada de Oropesa
37073,Calzada de Valdunciel,Salamanca,Calzada de Valdunciel
24031,Calzada del Coto,León,Calzada del Coto
10040,Calzadilla,Cáceres,Calzadilla
06027,Calzadilla de los Barros,Badajoz,Calzadilla de los Barros
49032,Calzadilla de Tera,Zamora,Calzadilla de Tera
39015,Camaleño,Cantabria,Camaleño
44053,Camañas,Teruel,Camañas
25062,Camarasa,Lleida,Camarasa
45031,Camarena,Toledo,Camarena
44054,Camarena de la Sierra,Teruel,Camarena de la Sierra
45032,Camarenilla,Toledo,Camarenilla
39016,Camargo,Cantabria,Camargo
44055,Camarillas,Teruel,Camarillas
15016,Camariñas,A Coruña,Camariñas
43903,Camarles,Tarragona,Camarles
28032,Camarma de Esteruelas,Madrid,Camarma de Esteruelas
49033,Camarzana de Tera,Zamora,Camarzana de Tera
41021,Camas,Sevilla,Camas
36006,Cambados,Pontevedra,Cambados
23018,Cambil,Jaén,Cambil
15017,Cambre,A Coruña,Cambre
43038,Cambrils,Tarragona,Cambrils
10041,Caminomorisco,Cáceres,Caminomorisco
44056,Caminreal,Teruel,Caminreal
17035,Camós,Girona,Camós
41022,Campana (La),Sevilla,La Campana
06028,Campanario,Badajoz,Campanario
07012,Campanet,Islas Baleares,Campanet
47030,Campaspero,Valladolid,Campaspero
24032,Campazas,León,Campazas
17036,Campdevànol,Girona,Campdevànol
17037,Campelles,Girona,Campelles
03050,Campello (El),Alicante,El Campello
01017,Campezo/Kanpezu,Álava,Campezo/Kanpezu
21018,Campillo (El),Huelva,El Campillo
47031,Campillo (El),Valladolid,El Campillo
16042,Campillo de Altobuey,Cuenca,Campillo de Altobuey
50071,Campillo de Aragón,Zaragoza,Campillo de Aragón
09065,Campillo de Aranda,Burgos,Campillo de Aranda
23019,Campillo de Arenas,Jaén,Campillo de Arenas
37074,Campillo de Azaba,Salamanca,Campillo de Azaba
10042,Campillo de Deleitosa,Cáceres,Campillo de Deleitosa
19059,Campillo de Dueñas,Guadalajara,Campillo de Dueñas
45033,Campillo de la Jara (El),Toledo,El Campillo de la Jara
06029,Campillo de Llerena,Badajoz,Campillo de Llerena
19060,Campillo de Ranas,Guadalajara,Campillo de Ranas
29032,Campillos,Málaga,Campillos
16043,Campillos-Paravientos,Cuenca,Campillos-Paravientos
16044,Campillos-Sierra,Cuenca,Campillos-Sierra
08039,Campins,Barcelona,Campins
19061,Campisábalos,Guadalajara,Campisábalos
17038,Campllong,Girona,Campllong
22074,Campo,Huesca,Campo
13028,Campo de Criptana,Ciudad Real,Campo de Criptana
03051,Campo de Mirra/Camp de Mirra (El),Alicante,El Campo de Mirra/Camp de Mirra
37077,Campo de Peñaranda (El),Salamanca,El Campo de Peñaranda
40039,Campo de San Pedro,Segovia,Campo de San Pedro
24033,Campo de Villavidel,León,Campo de Villavidel
36007,Campo Lameiro,Pontevedra,Campo Lameiro
10043,Campo Lugar,Cáceres,Campo Lugar
28033,Campo Real,Madrid,Campo Real
21019,Campofrío,Huelva,Campofrío
09066,Campolara,Burgos,Campolara
24034,Camponaraya,León,Camponaraya
39027,Campoo de Enmedio,Cantabria,Campoo de Enmedio
39017,Campoo de Yuso,Cantabria,Campoo de Yuso
47032,Camporredondo,Valladolid,Camporredondo
22075,Camporrélls,Huesca,Camporrélls
46080,Camporrobles,Valencia,Camporrobles
07013,Campos,Islas Baleares,Campos
16901,Campos del Paraíso,Cuenca,Campos del Paraíso
30014,Campos del Río,Murcia,Campos del Río
18038,Campotéjar,Granada,Campotéjar
17039,Camprodon,Girona,Camprodon
26037,Camprovín,La Rioja,Camprovín
45034,Camuñas,Toledo,Camuñas
22076,Canal de Berdún,Huesca,Canal de Berdún
47033,Canalejas de Peñafiel,Valladolid,Canalejas de Peñafiel
16045,Canalejas del Arroyo,Cuenca,Canalejas del Arroyo
05046,Canales,Ávila,Canales
26038,Canales de la Sierra,La Rioja,Canales de la Sierra
46081,Canals,Valencia,Canals
33010,Candamo,Asturias,Candamo
22077,Candasnos,Huesca,Candasnos
38011,Candelaria,Santa Cruz de Tenerife,Candelaria
37078,Candelario,Salamanca,Candelario
05047,Candeleda,Ávila,Candeleda
42049,Candilichera,Soria,Candilichera
24036,Candín,León,Candín
25063,Canejan,Lleida,Canejan
23020,Canena,Jaén,Canena
28034,Canencia,Madrid,Canencia
17040,Canet d'Adri,Girona,Canet d'Adri
46082,Canet d'En Berenguer,Valencia,Canet d'En Berenguer
08040,Canet de Mar,Barcelona,Canet de Mar
12036,Canet lo Roig,Castellón,Canet lo Roig
22078,Canfranc,Huesca,Canfranc
36008,Cangas,Pontevedra,Cangas
33012,Cangas de Onís,Asturias,Cangas de Onís
33011,Cangas del Narcea,Asturias,Cangas del Narcea
09067,Canicosa de la Sierra,Burgos,Canicosa de la Sierra
18039,Caniles,Granada,Caniles
37079,Canillas de Abajo,Salamanca,Canillas de Abajo
29033,Canillas de Aceituno,Málaga,Canillas de Aceituno
29034,Canillas de Albaida,Málaga,Canillas de Albaida
47034,Canillas de Esgueva,Valladolid,Canillas de Esgueva
26039,Canillas de Río Tuerto,La Rioja,Canillas de Río Tuerto
04030,Canjáyar,Almería,Canjáyar
43907,Canonja (La),Tarragona,La Canonja
08041,Canovelles,Barcelona,Canovelles
08042,Cànoves i Samalús,Barcelona,Cànoves i Samalús
19064,Canredondo,Guadalajara,Canredondo
09068,Cantabrana,Burgos,Cantabrana
37080,Cantagallo,Salamanca,Cantagallo
37081,Cantalapiedra,Salamanca,Cantalapiedra
40040,Cantalejo,Segovia,Cantalejo
17041,Cantallops,Girona,Cantallops
19065,Cantalojas,Guadalajara,Cantalojas
37082,Cantalpino,Salamanca,Cantalpino
37083,Cantaracillo,Salamanca,Cantaracillo
44059,Cantavieja,Teruel,Cantavieja
41023,Cantillana,Sevilla,Cantillana
40041,Cantimpalos,Segovia,Cantimpalos
05048,Cantiveros,Ávila,Cantiveros
04031,Cantoria,Almería,Cantoria
08043,Canyelles,Barcelona,Canyelles
03052,Cañada,Alicante,Cañada
44060,Cañada de Benatanduz,Teruel,Cañada de Benatanduz
13029,Cañada de Calatrava,Ciudad Real,Cañada de Calatrava
44061,Cañada de Verich (La),Teruel,La Cañada de Verich
16046,Cañada del Hoyo,Cuenca,Cañada del Hoyo
16047,Cañada Juncosa,Cuenca,Cañada Juncosa
41901,Cañada Rosal,Sevilla,Cañada Rosal
44062,Cañada Vellida,Teruel,Cañada Vellida
42050,Cañamaque,Soria,Cañamaque
16048,Cañamares,Cuenca,Cañamares
10044,Cañamero,Cáceres,Cañamero
18040,Cáñar,Granada,Cáñar
26040,Cañas,La Rioja,Cañas
16049,Cañavate (El),Cuenca,El Cañavate
10045,Cañaveral,Cáceres,Cañaveral
21020,Cañaveral de León,Huelva,Cañaveral de León
16050,Cañaveras,Cuenca,Cañaveras
16051,Cañaveruelas,Cuenca,Cañaveruelas
16052,Cañete,Cuenca,Cañete
14014,Cañete de las Torres,Córdoba,Cañete de las Torres
29035,Cañete la Real,Málaga,Cañete la Real
36009,Cañiza (A),Pontevedra,A Cañiza
49034,Cañizal,Zamora,Cañizal
19066,Cañizar,Guadalajara,Cañizar
44063,Cañizar del Olivar,Teruel,Cañizar del Olivar
16053,Cañizares,Cuenca,Cañizares
49035,Cañizo,Zamora,Cañizo
43039,Capafonts,Tarragona,Capafonts
31065,Caparroso,Navarra,Caparroso
43040,Capçanes,Tarragona,Capçanes
07014,Capdepera,Islas Baleares,Capdepera
22079,Capdesaso,Huesca,Capdesaso
15018,Capela (A),A Coruña,A Capela
22080,Capella,Huesca,Capella
08044,Capellades,Barcelona,Capellades
18042,Capileira,Granada,Capileira
06030,Capilla,Badajoz,Capilla
34045,Capillas,Palencia,Capillas
17042,Capmany,Girona,Capmany
08045,Capolat,Barcelona,Capolat
42051,Carabantes,Soria,Carabantes
28035,Carabaña,Madrid,Carabaña
40161,Carabias,Segovia,Carabias
42052,Caracena,Soria,Caracena
13030,Caracuel de Calatrava,Ciudad Real,Caracuel de Calatrava
18043,Carataunas,Granada,Carataunas
30015,Caravaca de la Cruz,Murcia,Caravaca de la Cruz
33013,Caravia,Asturias,Caravia
09070,Carazo,Burgos,Carazo
49036,Carbajales de Alba,Zamora,Carbajales de Alba
10046,Carbajo,Cáceres,Carbajo
37085,Carbajosa de la Sagrada,Salamanca,Carbajosa de la Sagrada
32018,Carballeda de Avia,Ourense,Carballeda de Avia
32017,Carballeda de Valdeorras,Ourense,Carballeda de Valdeorras
27009,Carballedo,Lugo,Carballedo
32019,Carballiño (O),Ourense,O Carballiño
15019,Carballo,A Coruña,Carballo
49037,Carbellino,Zamora,Carbellino
04032,Carboneras,Almería,Carboneras
16055,Carboneras de Guadazaón,Cuenca,Carboneras de Guadazaón
40043,Carbonero el Mayor,Segovia,Carbonero el Mayor
23021,Carboneros,Jaén,Carboneros
10047,Carcaboso,Cáceres,Carcaboso
14015,Carcabuey,Córdoba,Carcabuey
46083,Carcaixent,Valencia,Carcaixent
31066,Cárcar,Navarra,Cárcar
31067,Carcastillo,Navarra,Carcastillo
09071,Carcedo de Bureba,Burgos,Carcedo de Bureba
09072,Carcedo de Burgos,Burgos,Carcedo de Burgos
02020,Carcelén,Albacete,Carcelén
46084,Càrcer,Valencia,Càrcer
23901,Cárcheles,Jaén,Cárcheles
08046,Cardedeu,Barcelona,Cardedeu
26041,Cárdenas,La Rioja,Cárdenas
16056,Cardenete,Cuenca,Cardenete
14016,Cardeña,Córdoba,Cardeña
09073,Cardeñadijo,Burgos,Cardeñadijo
09074,Cardeñajimeno,Burgos,Cardeñajimeno
05049,Cardeñosa,Ávila,Cardeñosa
34046,Cardeñosa de Volpejera,Palencia,Cardeñosa de Volpejera
09075,Cardeñuela Riopico,Burgos,Cardeñuela Riopico
45035,Cardiel de los Montes,Toledo,Cardiel de los Montes
08047,Cardona,Barcelona,Cardona
19067,Cardoso de la Sierra (El),Guadalajara,El Cardoso de la Sierra
50072,Carenas,Zaragoza,Carenas
50073,Cariñena,Zaragoza,Cariñena
15901,Cariño,A Coruña,Cariño
46085,Carlet,Valencia,Carlet
14017,Carlota (La),Córdoba,La Carlota
08048,Carme,Barcelona,Carme
45036,Carmena,Toledo,Carmena
24037,Cármenes,León,Cármenes
41024,Carmona,Sevilla,Carmona
06031,Carmonita,Badajoz,Carmonita
15020,Carnota,A Coruña,Carnota
23024,Carolina (La),Jaén,La Carolina
47035,Carpio,Valladolid,Carpio
14018,Carpio (El),Córdoba,El Carpio
37086,Carpio de Azaba,Salamanca,Carpio de Azaba
45037,Carpio de Tajo (El),Toledo,El Carpio de Tajo
24038,Carracedelo,León,Carracedelo
15021,Carral,A Coruña,Carral
45038,Carranque,Toledo,Carranque
37087,Carrascal de Barregas,Salamanca,Carrascal de Barregas
37088,Carrascal del Obispo,Salamanca,Carrascal del Obispo
40044,Carrascal del Río,Segovia,Carrascal del Río
10048,Carrascalejo,Cáceres,Carrascalejo
06032,Carrascalejo (El),Badajoz,El Carrascalejo
16057,Carrascosa,Cuenca,Carrascosa
42053,Carrascosa de Abajo,Soria,Carrascosa de Abajo
16058,Carrascosa de Haro,Cuenca,Carrascosa de Haro
42054,Carrascosa de la Sierra,Soria,Carrascosa de la Sierra
29036,Carratraca,Málaga,Carratraca
33014,Carreño,Asturias,Carreño
05051,Carrera (La),Ávila,La Carrera
09076,Carrias,Burgos,Carrias
45039,Carriches,Toledo,Carriches
46086,Carrícola,Valencia,Carrícola
13031,Carrión de Calatrava,Ciudad Real,Carrión de Calatrava
41025,Carrión de los Céspedes,Sevilla,Carrión de los Céspedes
34047,Carrión de los Condes,Palencia,Carrión de los Condes
24039,Carrizo,León,Carrizo
13032,Carrizosa,Ciudad Real,Carrizosa
24040,Carrocera,León,Carrocera
30016,Cartagena,Murcia,Cartagena
29037,Cartajima,Málaga,Cartajima
29038,Cártama,Málaga,Cártama
21021,Cartaya,Huelva,Cartaya
32020,Cartelle,Ourense,Cartelle
39018,Cartes,Cantabria,Cartes
24041,Carucedo,León,Carucedo
19070,Casa de Uceda,Guadalajara,Casa de Uceda
29039,Casabermeja,Málaga,Casabermeja
37089,Casafranca,Salamanca,Casafranca
26042,Casalarreina,La Rioja,Casalarreina
19071,Casar (El),Guadalajara,El Casar
10049,Casar de Cáceres,Cáceres,Casar de Cáceres
45040,Casar de Escalona (El),Toledo,El Casar de Escalona
10050,Casar de Palomero,Cáceres,Casar de Palomero
29040,Casarabonela,Málaga,Casarabonela
42055,Casarejos,Soria,Casarejos
29041,Casares,Málaga,Casares
10051,Casares de las Hurdes,Cáceres,Casares de las Hurdes
41026,Casariche,Sevilla,Casariche
45041,Casarrubios del Monte,Toledo,Casarrubios del Monte
28036,Casarrubuelos,Madrid,Casarrubuelos
46087,Casas Altas,Valencia,Casas Altas
46088,Casas Bajas,Valencia,Casas Bajas
16060,Casas de Benítez,Cuenca,Casas de Benítez
10052,Casas de Don Antonio,Cáceres,Casas de Don Antonio
10053,Casas de Don Gómez,Cáceres,Casas de Don Gómez
06033,Casas de Don Pedro,Badajoz,Casas de Don Pedro
16061,Casas de Fernando Alonso,Cuenca,Casas de Fernando Alonso
16062,Casas de Garcimolina,Cuenca,Casas de Garcimolina
16063,Casas de Guijarro,Cuenca,Casas de Guijarro
16064,Casas de Haro,Cuenca,Casas de Haro
02021,Casas de Juan Núñez,Albacete,Casas de Juan Núñez
02022,Casas de Lázaro,Albacete,Casas de Lázaro
16065,Casas de los Pinos,Cuenca,Casas de los Pinos
10056,Casas de Millán,Cáceres,Casas de Millán
10057,Casas de Miravete,Cáceres,Casas de Miravete
06034,Casas de Reina,Badajoz,Casas de Reina
19073,Casas de San Galindo,Guadalajara,Casas de San Galindo
02023,Casas de Ves,Albacete,Casas de Ves
10054,Casas del Castañar,Cáceres,Casas del Castañar
37090,Casas del Conde (Las),Salamanca,Las Casas del Conde
10055,Casas del Monte,Cáceres,Casas del Monte
05052,Casas del Puerto,Ávila,Casas del Puerto
02024,Casas-Ibáñez,Albacete,Casas-Ibáñez
45042,Casasbuenas,Toledo,Casasbuenas
49038,Casaseca de Campeán,Zamora,Casaseca de Campeán
49039,Casaseca de las Chanas,Zamora,Casaseca de las Chanas
16066,Casasimarro,Cuenca,Casasimarro
05053,Casasola,Ávila,Casasola
47036,Casasola de Arión,Valladolid,Casasola de Arión
10058,Casatejada,Cáceres,Casatejada
05054,Casavieja,Ávila,Casavieja
22081,Casbas de Huesca,Huesca,Casbas de Huesca
09077,Cascajares de Bureba,Burgos,Cascajares de Bureba
09078,Cascajares de la Sierra,Burgos,Cascajares de la Sierra
31068,Cascante,Navarra,Cascante
44064,Cascante del Río,Teruel,Cascante del Río
31069,Cáseda,Navarra,Cáseda
43041,Caseres,Tarragona,Caseres
05055,Casillas,Ávila,Casillas
10059,Casillas de Coria,Cáceres,Casillas de Coria
37091,Casillas de Flores,Salamanca,Casillas de Flores
46089,Casinos,Valencia,Casinos
40045,Casla,Segovia,Casla
33015,Caso,Asturias,Caso
50074,Caspe,Zaragoza,Caspe
19074,Caspueñas,Guadalajara,Caspueñas
17044,Cassà de la Selva,Girona,Cassà de la Selva
08049,Casserres,Barcelona,Casserres
03053,Castalla,Alicante,Castalla
10060,Castañar de Ibor,Cáceres,Castañar de Ibor
26043,Castañares de Rioja,La Rioja,Castañares de Rioja
39019,Castañeda,Cantabria,Castañeda
21022,Castaño del Robledo,Huelva,Castaño del Robledo
18044,Cástaras,Granada,Cástaras
16067,Castejón,Cuenca,Castejón
31070,Castejón,Navarra,Castejón
50075,Castejón de Alarba,Zaragoza,Castejón de Alarba
19075,Castejón de Henares,Guadalajara,Castejón de Henares
50076,Castejón de las Armas,Zaragoza,Castejón de las Armas
22083,Castejón de Monegros,Huesca,Castejón de Monegros
22084,Castejón de Sos,Huesca,Castejón de Sos
44065,Castejón de Tornos,Teruel,Castejón de Tornos
50077,Castejón de Valdejasa,Zaragoza,Castejón de Valdejasa
22082,Castejón del Puente,Huesca,Castejón del Puente
44066,Castel de Cabra,Teruel,Castel de Cabra
22085,Castelflorite,Huesca,Castelflorite
07064,Castell (Es),Islas Baleares,Es Castell
12037,Castell de Cabres,Castellón,Castell de Cabres
03054,Castell de Castells,Alicante,Castell de Castells
03075,Castell de Guadalest (El),Alicante,El Castell de Guadalest
08057,Castell de l'Areny,Barcelona,Castell de l'Areny
25904,Castell de Mur,Lleida,Castell de Mur
17048,Castell-Platja d'Aro,Girona,Castell-Platja d'Aro
09079,Castellanos de Castro,Burgos,Castellanos de Castro
37092,Castellanos de Moriscos,Salamanca,Castellanos de Moriscos
37185,Castellanos de Villiquera,Salamanca,Castellanos de Villiquera
05056,Castellanos de Zapardiel,Ávila,Castellanos de Zapardiel
23025,Castellar,Jaén,Castellar
44070,Castellar (El),Teruel,El Castellar
11013,Castellar de la Frontera,Cádiz,Castellar de la Frontera
19076,Castellar de la Muela,Guadalajara,Castellar de la Muela
25064,Castellar de la Ribera,Lleida,Castellar de la Ribera
08052,Castellar de n'Hug,Barcelona,Castellar de n'Hug
13033,Castellar de Santiago,Ciudad Real,Castellar de Santiago
08050,Castellar del Riu,Barcelona,Castellar del Riu
08051,Castellar del Vallès,Barcelona,Castellar del Vallès
08053,Castellbell i el Vilar,Barcelona,Castellbell i el Vilar
08054,Castellbisbal,Barcelona,Castellbisbal
08055,Castellcir,Barcelona,Castellcir
25067,Castelldans,Lleida,Castelldans
08056,Castelldefels,Barcelona,Castelldefels
08058,Castellet i la Gornal,Barcelona,Castellet i la Gornal
17046,Castellfollit de la Roca,Girona,Castellfollit de la Roca
08060,Castellfollit de Riubregós,Barcelona,Castellfollit de Riubregós
08059,Castellfollit del Boix,Barcelona,Castellfollit del Boix
12038,Castellfort,Castellón,Castellfort
08061,Castellgalí,Barcelona,Castellgalí
08062,Castellnou de Bages,Barcelona,Castellnou de Bages
25068,Castellnou de Seana,Lleida,Castellnou de Seana
12039,Castellnovo,Castellón,Castellnovo
46257,Castelló,Valencia,Castelló
17047,Castelló d'Empúries,Girona,Castelló d'Empúries
25069,Castelló de Farfanya,Lleida,Castelló de Farfanya
46090,Castelló de Rugat,Valencia,Castelló de Rugat
08063,Castellolí,Barcelona,Castellolí
12040,Castellón de la Plana,Castellón,Castellón de la Plana
46091,Castellonet de la Conquesta,Valencia,Castellonet de la Conquesta
44071,Castellote,Teruel,Castellote
25070,Castellserà,Lleida,Castellserà
08064,Castellterçol,Barcelona,Castellterçol
43042,Castellvell del Camp,Tarragona,Castellvell del Camp
08065,Castellví de la Marca,Barcelona,Castellví de la Marca
08066,Castellví de Rosanes,Barcelona,Castellví de Rosanes
44067,Castelnou,Teruel,Castelnou
44068,Castelserás,Teruel,Castelserás
46092,Castielfabib,Valencia,Castielfabib
22086,Castiello de Jaca,Huesca,Castiello de Jaca
22087,Castigaleu,Huesca,Castigaleu
09083,Castil de Peones,Burgos,Castil de Peones
34048,Castil de Vela,Palencia,Castil de Vela
06035,Castilblanco,Badajoz,Castilblanco
41027,Castilblanco de los Arroyos,Sevilla,Castilblanco de los Arroyos
09082,Castildelgado,Burgos,Castildelgado
24042,Castilfalé,León,Castilfalé
19078,Castilforte,Guadalajara,Castilforte
42056,Castilfrío de la Sierra,Soria,Castilfrío de la Sierra
50078,Castiliscar,Zaragoza,Castiliscar
22088,Castillazuelo,Huesca,Castillazuelo
41028,Castilleja de Guzmán,Sevilla,Castilleja de Guzmán
41029,Castilleja de la Cuesta,Sevilla,Castilleja de la Cuesta
41030,Castilleja del Campo,Sevilla,Castilleja del Campo
18045,Castilléjar,Granada,Castilléjar
16068,Castillejo de Iniesta,Cuenca,Castillejo de Iniesta
37096,Castillejo de Martín Viejo,Salamanca,Castillejo de Martín Viejo
40046,Castillejo de Mesleón,Segovia,Castillejo de Mesleón
42058,Castillejo de Robledo,Soria,Castillejo de Robledo
16070,Castillejo-Sierra,Cuenca,Castillejo-Sierra
45043,Castillo de Bayuela,Toledo,Castillo de Bayuela
16072,Castillo de Garcimuñoz,Cuenca,Castillo de Garcimuñoz
41031,Castillo de las Guardas (El),Sevilla,El Castillo de las Guardas
23026,Castillo de Locubín,Jaén,Castillo de Locubín
12041,Castillo de Villamalefa,Castellón,Castillo de Villamalefa
16071,Castillo-Albaráñez,Cuenca,Castillo-Albaráñez
22089,Castillonroy,Huesca,Castillonroy
31071,Castillonuevo,Navarra,Castillonuevo
19079,Castilnuevo,Guadalajara,Castilnuevo
42057,Castilruiz,Soria,Castilruiz
37097,Castraz,Salamanca,Castraz
34049,Castrejón de la Peña,Palencia,Castrejón de la Peña
47037,Castrejón de Trabancos,Valladolid,Castrejón de Trabancos
32022,Castrelo de Miño,Ourense,Castrelo de Miño
32021,Castrelo do Val,Ourense,Castrelo do Val
18046,Castril,Granada,Castril
24043,Castrillo de Cabrera,León,Castrillo de Cabrera
34050,Castrillo de Don Juan,Palencia,Castrillo de Don Juan
47038,Castrillo de Duero,Valladolid,Castrillo de Duero
49040,Castrillo de la Guareña,Zamora,Castrillo de la Guareña
09084,Castrillo de la Reina,Burgos,Castrillo de la Reina
24044,Castrillo de la Valduerna,León,Castrillo de la Valduerna
09085,Castrillo de la Vega,Burgos,Castrillo de la Vega
34051,Castrillo de Onielo,Palencia,Castrillo de Onielo
09088,Castrillo de Riopisuerga,Burgos,Castrillo de Riopisuerga
34052,Castrillo de Villavega,Palencia,Castrillo de Villavega
09086,Castrillo del Val,Burgos,Castrillo del Val
09090,Castrillo Mota de Judíos,Burgos,Castrillo Mota de Judíos
47039,Castrillo-Tejeriego,Valladolid,Castrillo-Tejeriego
33016,Castrillón,Asturias,Castrillón
32023,Castro Caldelas,Ourense,Castro Caldelas
04033,Castro de Filabres,Almería,Castro de Filabres
40047,Castro de Fuentidueña,Segovia,Castro de Fuentidueña
27010,Castro de Rei,Lugo,Castro de Rei
14019,Castro del Río,Córdoba,Castro del Río
39020,Castro-Urdiales,Cantabria,Castro-Urdiales
47040,Castrobol,Valladolid,Castrobol
24046,Castrocalbón,León,Castrocalbón
24047,Castrocontrigo,León,Castrocontrigo
47041,Castrodeza,Valladolid,Castrodeza
49041,Castrogonzalo,Zamora,Castrogonzalo
09091,Castrojeriz,Burgos,Castrojeriz
40048,Castrojimeno,Segovia,Castrojimeno
47042,Castromembibre,Valladolid,Castromembibre
34053,Castromocho,Palencia,Castromocho
47043,Castromonte,Valladolid,Castromonte
49042,Castronuevo,Zamora,Castronuevo
47044,Castronuevo de Esgueva,Valladolid,Castronuevo de Esgueva
47045,Castronuño,Valladolid,Castronuño
24049,Castropodame,León,Castropodame
33017,Castropol,Asturias,Castropol
47046,Castroponce,Valladolid,Castroponce
40049,Castroserna de Abajo,Segovia,Castroserna de Abajo
40051,Castroserracín,Segovia,Castroserracín
24050,Castrotierra de Valmadrigal,León,Castrotierra de Valmadrigal
27011,Castroverde,Lugo,Castroverde
49043,Castroverde de Campos,Zamora,Castroverde de Campos
47047,Castroverde de Cerrato,Valladolid,Castroverde de Cerrato
26044,Castroviejo,La Rioja,Castroviejo
06036,Castuera,Badajoz,Castuera
46093,Catadau,Valencia,Catadau
46094,Catarroja,Valencia,Catarroja
12042,Catí,Castellón,Catí
43043,Catllar (El),Tarragona,El Catllar
36010,Catoira,Pontevedra,Catoira
03055,Catral,Alicante,Catral
02025,Caudete,Albacete,Caudete
46095,Caudete de las Fuentes,Valencia,Caudete de las Fuentes
12043,Caudiel,Castellón,Caudiel
25071,Cava,Lleida,Cava
09063,Cavia,Burgos,Cavia
09093,Cayuela,Burgos,Cayuela
45045,Cazalegas,Toledo,Cazalegas
23027,Cazalilla,Jaén,Cazalilla
41032,Cazalla de la Sierra,Sevilla,Cazalla de la Sierra
23028,Cazorla,Jaén,Cazorla
49044,Cazurra,Zamora,Cazurra
24051,Cea,León,Cea
24052,Cebanico,León,Cebanico
45046,Cebolla,Toledo,Cebolla
09094,Cebrecos,Burgos,Cebrecos
